,rating,title,review,date,isEdited,userName,developerResponse,Company_name
255,2,Intermittent Functionality,"It seems to decide when it wants to function. When it does it’s fine, it works as it should. However when I order a specific combination of food suddenly the app won’t function. It won’t let me order, it won’t let me review my order. There’s a button prompt to start over thus deleting the order but it doesn’t work either. When you click to start over it just sits there. What was supposed to make the whole process more efficient and easy wasted 30 minutes of my time and I still never got to place the order. During this whole pandemic the app properly functioning is more important than ever. Off to Wendy’s... thanks for nothing.",2020-04-27 00:08:54,False,Counterpartsfan,,Burger King
256,5,Amazing app!,"Instead of writing a review let me guys tell you just how it happened. I arrived to my Burger King restaurant and there were five people ahead of me waiting to order, I opened up my app I looked for the items I wanted and ordered. Some lady ahead of me how do you shoes with her wheel and everyone had to wait and wait until the issue was solved. In the meantime I saw my order post up on their board and watch the kids and get my tray all together. I’m already eating and the guys were in line before me are still waiting for their meal. I love this app!",2019-07-05 18:23:49,False,Mr. Grimz,,Burger King
257,4,Please allow heavy pickles as an option,"I enjoy the app often when I’m looking to order. Loved when spicy nuggets was an option. However, for Everyone that received the “error retrieving pricing” xxxxxxx message that has to do with the sauces being listed as out of stock at the store. When ordering the $1.49 nuggets I always chose BBQ and it gave me the error, changed to sweet n sour and no issue. Even though my store is often out of both sauces and more. I just tell them at the window the correct sauces I want based on what’s available. Hope this helps any other users going forward.",2019-08-09 00:18:57,False,udkidd,,Burger King
258,5,This app rocks!,"I just downloaded this app, but it seems pretty straight forward and user-friendly off the bat. I added my debit card, ordered a whopper for $1 (yes that’s right, $1!!!!), and I’m happy! That’s a limited coupon offer, so you may get something different, but you save money on practically anything, so I can’t complain here. Next time, I’m getting a 10 piece nugget with fries for $3 deal! There are even coupons for a TON of stuff for under $15! You don’t need a card, either, check it out for yourself! Can’t argue with free savings!",2018-10-07 01:01:26,False,Supermonkey1230,,Burger King
259,5,Mobile order,The ease of placing a mobile order is excellent. I  like the fact there is plenty of offers to choose from. I ordered the snack box which was a really great deal for the amount of food that you get. My only complaint would be was the cheeseburger tasted like it had been sitting for awhile it was barely warm and the bun was  kind of hard and chicken nuggets were  a little warm.  I chose the option for onion rings instead of the French fries which I was happy to see there wasn’t an extra charge and they were hot.,2020-07-09 22:13:35,False,by HJASS,,Burger King
260,5,Terrible app,"This app is not only awkward to use but it does not work. I can never complete an order. It always errors out. I have tried it 6 times. I have cancelled orders, redone orders, stopped the app,and restarted. I have deleted and reloaded the app and it still fails. I get errors everytime when reviewing or adding items to the cart. A cannot complete the order when I try to submit. I guess I will go to McDonald, sonic, or chick-Fil-a instead. I have even had one of the Burger King managers look and they could not get the app to work.",2019-08-15 00:51:36,False,zeldaqwer,,Burger King
261,3,It can be better,Using this app is like having a very enthusiastic person in front of you but when it comes time to work that fall apart. I have to sign in every time I open the app or I can hardly use it. It is very annoying to find a coupon to use and then having to sign in while waiting at the drive through to order. Also I can’t mobile order cause none of the locations around me do it. It gives good discounts making it one of the cheapest places to eat out for lunch but running into the issues I have with them app makes me want to spend a few extra $$ somewhere else to avid the hassle.,2020-07-07 15:23:39,False,GrnCarolla,,Burger King
262,1,Nothing but aggravation,I had a few hundred points in the app and my local Burger King Stopped excepting codes from the app and all of my points that I’ve earned disappeared. I tried to use the app at a different Burger King and I am told that none of the locations in my area are participating so not only can I not earn any points or use the points that I have already earned but I also can’t use any of the coupons at any Burger King in my state or neighboring states. I’m really angry because I had been getting points for the iced coffee that I get every single day on the way to work and now all of that is gone. Luckily there is a Dunkin’ Donuts opening nearby so I can go there for my coffee and no I will be rewarded with their app.,2022-08-02 12:13:35,False,Randomness07,"{'id': 31274764, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-08-04T09:12:35Z'}",Burger King
263,1,Worst App of the Major Chains,"The app allows you to order items that the restaurant doesn’t have. This after it actually shows you a screen that says “checking with restaurant” before sending your order. Worse yet, when you get to the restaurant and they tell you they don’t have why you paid for, they can’t give you a refund; only offer you something you didn’t want (that probably costs less). If that’s not bad enough, the stuff that it does send through is incomplete. If you order a Whopper with cheese and mustard. The extra requests don’t get sent to the restaurant meaning you don’t get what you paid for there either. 

No wonder the Clown and the Redheaded Girl are eating the King’s lunch!",2021-07-28 20:04:00,False,iByron,"{'id': 26116532, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-11-07T00:36:46Z'}",Burger King
264,1,App doesn’t know if a store is closed,"So I am running late and decide to pick up dinner for my brother on the way home a little after 8 pm. The two BK restaurants on the way home close at 7, so I pick a franchise three miles out of the way to to find a store that is open until 11. Problem solved? One would think, but no, this is Burger King. I get an email receipt saying my card is charged.  When I get there, the drive through lanes are blocked off. So I am forced to circle around to get to the entrance, and that, too, is locked. I find a worker who is leaving who tells me that the store closes at 7 pm. 

Thanks for taking my money. From the other reviews, it sounds like I am going to have a long wait for a refund.",2021-07-10 02:15:15,False,<Manila Man>,"{'id': 23858861, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-07-11T07:01:02Z'}",Burger King
265,1,BK app is not beneficial to have.,"It is more efficient to place orders at the restaurant. When placing an order on the app the order is not sent to the kitchen to be prepared.
You arrive at the order box and let them know you have an online order and are asked to pull to the second window. The first window does not take your information, they ask you to continue to the second window. 
You arrive at the second window, at this point, your order ticket is printed and given to the kitchen. 
While you spent your time waiting in line, the cars behind are you ordering at the box and their orders are being sent to the kitchen. 
You are asked to pull to the side. You now have to wait for the cars behind you, who ordered at the box before you got to the second window, orders to be prepared before yours.
If you are not going to be placing orders on the app because it's more efficient to order at the restaurant, what other purpose do you need the app for? Menu and location information can be found online and you don't take up any space on your phone.",2021-02-20 18:30:58,False,xLuckyVirgox,"{'id': 21196059, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-02-21T22:56:58Z'}",Burger King
266,3,Payment FAILED MULTIPLE TIMES! (Aghhh!),"I have tried over 3 times over many months to order and pay through the app. Each time the app has failed. Tonight I thought I would try again and this time collect $20 worth of points for my loyalty.

BUT NO!!! I tried paying by ApplePay using four different cards. Each time my card was charged and then refunded because the transaction failed at the very end. All of this after taking the time to create a large order with the app. The problem may be with my local restaurants or with app itself.  I DON’T CARE WHY!  I WANT AN APP THAT WORKS!!! 

The cashier at the drive-thru said he’d never used the app himself and knew nothing about it. He could offer no explanation or assistance. 

Obviously BK doesn’t care enough to train the employees and to insure that the app works EVERYWHERE!!!  How hard is it to test the app each day at every restaurant?? 

BK: Make sure that your App actually works before promoting it!!!!!!  PLEASE!!!",2021-02-15 05:03:17,False,Papa Bare,"{'id': 21086148, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-02-16T10:47:17Z'}",Burger King
267,3,Poot practice,"I am writing about the 15th Street location in Panama City, FL. In the drive through, which has a long SLOW line, after paying for the order (today, it took me 20 minutes to get to that point), you are asked to wait there until pulling forward “when your order is ready.” I assume this is a way of manipulating the quality management numbers in their favor. I find this practice to be counterproductive. If the service continues to be as slow as it was today and poor practices remain in place, my prediction is that the line will get shorter quickly.",2021-11-06 21:13:46,False,mikeieio,,Burger King
268,4,Nice app.,"I wanted to try the new Handbreaded Spicy Crispy chicken (which is phenomenally freakin awesome👍👍❤️)  

Expanding the ordering specs, For example: If I want to add more than just one slice of cheese, or triple bacon should be available (there is no option to add bacon on some of the burgers...NOT ACCEPTABLE🤬)...

Also, if I want ice water not soda should be a drink option, the plastic water bottles are small and not enough, I like a large cup of water with ICE...every time I order a meal deal large I try asking the clerk to make it ice water and not the soda that I ordered (of course can cause confusion), Im diabetic I have to have water.",2021-05-30 19:13:40,False,olyjollyroger,,Burger King
269,2,Updated app stinks,"I hate that you can no longer choose “no meat” as an option on your breakfast sandwich. It is required that you choose sausag, bacon or ham. None of which I can eat. And now that the Impossible  Croissan’wich has been taken off the menu where I live, I unfortunately do not eat at Burger King as much as I would like. I do check back periodically to see if there have been any changes to allow me a no meat option via the app. When I don’t see it I get frustrated all over again and then end up just ordering breakfast from somewhere else be there app. Every other fast food chain has this option on their app!",2021-04-25 13:50:29,False,Insanitystrikes,"{'id': 26116729, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-11-07T00:20:38Z'}",Burger King
270,1,Fix your app!,This app has always given me problems and now when i added something from the BK rewards it gave me the discount but when i changed my mind and remove it now i cant get anything even tho i didnt use them its telling me to remove ghe points from my cart. Well where can I do that maybe an explanation a way to be able to use them once u have removed them this is terrible I hate this app every Gdam time something is an issue. How about you dont release an app till all the bugs are squashed. Also why cant I change my email? My email on file no longer exist because the email provider no longer supports emails so im stuck not being able to change that either.,2021-03-11 00:54:02,False,Biggie_sd,"{'id': 21604405, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-03-12T06:27:38Z'}",Burger King
271,2,Lots of issues!!,"We have issues with the restaurant near our home, as well as the app. 
The customer service is terrible, food is warm at best, fried foods are old and hard.
We didn’t actually ever eat burger king for better part of 3 years then decided to try again. The app, never works. Deals seem great and all, but you can’t complete a mobile order to use them. And with all the kids we have and different wants it would be easier than trying through a speaker for them to mess up that way. 
So we are adding to our time of not eating there because mobile ordering isn’t an option and neither is going inside the restaurant due to state guidelines from pandemic.",2020-07-19 21:46:44,False,Mom of 3 Kelly,"{'id': 16734936, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-07-20T03:00:06Z'}",Burger King
272,5,User friendly,"The app overall is user friendly and is best for random meal deals as it has offered in the past. Placing your order ahead of time as this app allows you to gives you the opportunity to customize the order. It doesn’t really save much time, especially if there is a wait in the drive thru or in the restaurant. And since there isn’t any special place to park outside going through the drive thru it basically just allows the cooking staff to prepare your meal while you wait.",2019-03-08 23:01:00,False,nwoh50,,Burger King
273,1,Bad service,I ordered my food through the app and didn’t receive the order I paid for I was given a medium drink and medium fry when I went to pick up what I had paid for. I wasn’t told all they had was medium cups for drinks and fry’s an asked if I’d like something else. This happens 90% of the time from the Clio rd location in flint Michigan even the gm messes up orders. I called up there to see if I could get the difference refunded back to me for my order an was told to do it via the app. I checked the app there’s no contact information or any way to submit a refund attempt. I’m tired of my money being stolen by this app when the Store messed up my order and I can’t receive a refund for the difference.,2022-11-20 18:34:54,False,Carlton Bankzz,"{'id': 33294716, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-11-22T03:18:02Z'}",Burger King
274,3,App I pretty good but payment methods are bad,"Their app is pretty good and has pretty good deals but the payment methods are atrocious. Only way to pay is to input your credit card into the app. There is no Apple Pay, PayPal, Venmo, Cash app, etc. Come on bk this is 2022. All of other apps I use of the same type allows these other payment methods. If you like me and trying to limit where your credit card is stored this is inexcusable. With days breaches happening every days BK should fix this immediately to protect their customers data. This is why I’m subtracting 2 stars. It makes a possibly great app subpar.",2022-10-20 17:55:33,False,Appreviewer2033,,Burger King
275,1,Order wrong twice,"So I have used the app twice and both times I was expecting to get to BK and simply pick up my order. I don’t know if it’s a store issue or process issue but when I got their i gave
My order number and they prepared my order as i arrived.  Somehow they managed to get the orders wrong both times and i ended up waiting and waiting.  I actually had to wait for them to tend to other customers and this completely defeats the purpose of the app in my opinion. I downloaded this app to make it easy to order and pick up with no problems. At this point it’s hard to trust this being a seamless process and better off ordering at the window to avoid any risk of hassle.",2021-05-09 14:26:18,False,nj better,"{'id': 22728088, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-05-10T19:30:51Z'}",Burger King
276,1,Offers Do Not Work,"Free Croissant (min $1 purchase) and T-Mobile Tuesday offers do not work for me recently and frequently. On the checkout screen, the offer and item are present. After paying, the item and offer are removed from the receipt. When I go pick up, the item is missing. When I ask about it, they tell me that I didn’t order the croissant or burger, which are free with a $1+ purchase. This is frustrating. The reason that I order the other item is to qualify for the free item/offer. If I don’t get the free item, I don’t really want the other items in the order. I never made a return on a food order, but I want to and I don’t know if it is possible. This is like bait and switch.",2020-08-27 17:45:48,False,swtdrgn,"{'id': 17568342, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-08-28T23:11:31Z'}",Burger King
277,5,App is great alas not the staff,"I really enjoy using the app.  The rewards are great and it is easy to use.  

My only complaint is that the staff never says thank you.  It is “Here you go” or “Have a good one.”  I realize the staff is not paid adequately and are often mistreated.  I understand staff shortage, food supply chain issues and such.  All I ask is a simple “Thank you”.  The staff at my local restaurant cannot manage that, even after several attempts bringing it to management’s attention.",2021-11-09 20:33:25,False,Frednptown,,Burger King
278,1,App is not user-friendly,"There’s two issues I just had. 
First, as I’m trying to place an order….I get a message that says “problems detected: Price mutation error”. Who the heck thought that would be a good message to present to the user. what does that even mean ? OK I guess I won’t place my order, because it happens repeatedly. 
Secondly, below that message it said “need help ?”…. with a link to “visit support”. so I clicked on it thinking maybe I could get some resolution to the first problem. Nope !  I’m brought to an app screen that says  One moment while we fire up support”, and it just stays on that screen without ever going anywhere.  
It’s like the app didn’t go through any quality testing.",2022-11-30 20:37:32,False,hounddog57,"{'id': 33484750, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-12-01T23:34:43Z'}",Burger King
279,1,Total scam,"Transferred money from bk gift card to bk account. Now I can’t log into account. It asks for email, says it sends a passcode to email to log in, but it doesn’t. And no it’s not in spam. No other way to get into account. After too many tries it says you have tried too many times.  I already had an issue that once you transferred the money to your account there was no way to get it back. And my local BK decided it was no longer going to do mobile orders. I live in the middle of NOWHERE! No other BK’s for hours. But that doesn’t matter now that I can’t even get back into the app.  Now I’m out $50! To BK!!! For nothing!   I did try to contact them for help, they said sorry have a nice day.",2022-08-16 03:59:40,False,Tsra,"{'id': 31514516, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-08-17T15:00:07Z'}",Burger King
280,5,UNPOPULAR OPINION: Burger King is under rated,"I thank them for starting veggie burgers and begin super customizable because I’m vegetarian 

Miss items like Mac n Cheetos and cheese filled hash browns 

I’m actually dreaming about eating their breakfast sandwiches is everything esp the new veggie meat one so happy they added that to the menu !I wish I can edit meat off the reg crossainwhich bc I still love that sandwich plus it’s cheaper and I’m a fat cow who needs two to fill me and 8$ gets expensive for breakfast cus you can’t already b spending $ still needs to eat later etc",2020-11-10 07:44:25,False,alooshalia,,Burger King
281,1,Very very slow service.,"I only have 30 minute lunches, so always use the app to order before I leave my work. That way, at least at most of the competition, the order is ready 5 minutes later when I arrive. But, this location never seems to prepare my order until I arrive. I had people arrive at the same time as me to the store, order at the counter, and order the same food as me (whopper and chicken fries) and was out the door before I ordered….and I ordered before I even left work!! It kind of defeats the entire of purpose of having a food app….may have to start ordering at the competition rather than wait 10 minutes for a “fast food” order to be ready.",2021-09-21 20:28:57,False,NuUser12345678,"{'id': 25270753, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-09-23T08:21:56Z'}",Burger King
282,5,Great customer service right at closing time,I decided to hit up the Burger King on Merchants Drive late one night right before they closed I hate going to fast food restaurants as they close but theses workers were very eager to help and not  only that they did it with a smile on their face and a great attitude! big ups to Burger King on merchants hope every experience is like this one!!!!!!!! I haven’t ate my food food yet IIt will be what I expected and then some I hope LOL just kidding keep up the great work guys!!!!!,2020-09-14 01:08:14,False,Matt 5 year card holder,,Burger King
283,5,Excellent!,"I love this app. There won’t be any app any where that gives you a better deal. I recommend this app to all my closest friends. Want a cheap meal for two? These $5 meals are great for a quick bite or $9 for two and you should be full. The Burger King near me is always fresh and they are always polite. There are a couple the younger kids that don’t understand the “service with a smile” aspect of a restaurant, but almost all of them have a smile and act like they love their job. This app is great and the experience is great too.",2020-07-09 12:21:27,False,saucy no 1,,Burger King
284,1,App is apparently a license to steal.,"I placed an order for a breakfast meal and paid for it online a couple of minutes before the breakfast menu ended and by the time I got to the bk I was told breakfast was over and I was given no food and no options other than to take it up with corporate. I was unable to get that to happen and that was over 2 weeks ago. I don’t know if the owner of the Burger King gets paid for making that sale but I know the money was taken, no food delivered and and a huge if not impossible hurdle to get my money back. I guess that is how they do business here in Lee’s summit Missouri at least at the Burger King at 850 NW Woods Chapel Road. Like I said initially it amounts to a license to steal. Best not to even load the app if you expect honesty and fair value.",2020-06-29 18:56:18,False,RobbedByBK,"{'id': 16296372, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-06-29T22:16:00Z'}",Burger King
285,1,Zero,"So since the update, you can’t go back after a certain point. I pushed continue and it checked me out. After realizing it I went to cancel order so that I could put my entire order in at once. Couldn’t cancel because there was no option for that. So then I call customer service, they said they couldn’t cancel it either so they would issue a refund. This morning I get a call that it was not able to be refunded!!!! So now I’m out over $5 no food and am about to delete the app. Done with this. This is just one of many times the app has given me a hard time. Once I placed an order, it took the order, then I get to the restaurant and it was closed. So they took the money and I had nothing.... this is ridiculous.",2019-12-22 19:22:31,False,aaaahhhhsjiikf,,Burger King
286,2,Watch Out!!!,"So at first I thought this app was great...until I got charged twice for the same order, not just once but twice (two different locates on different dates). I contacted the mobile feedback & they just told me to talk to the restaurant & my bank, but it’s not the restaurant directly taking the payment when you order so they can’t issue the refund & with the bank you have to report the charge. You can call customer care, but still they have to submit all the info to the techs. I’ve never been double charged on the coupons so I guess I’ll keep the app for that, but be warned & check your bank accounts if you order anything from the normal menu! 🙁",2019-02-21 20:45:23,False,ArwenKurama,,Burger King
287,2,Cool but.........,"Nice working app when it works.  Found out that the three times it errored out on me, my card was still charged.  I called support and told them what happened.  I told them I wouldn’t mind having a credit to use later if possible.  I was told I would be called later from one of the locations I attempted to use the app.  I never got a call.  It was probably less than 7 dollars total I lost, but I still consider it theft.   They received money and I did not get any product.  I am a fan of Burger King, but with all the fast food options out there, I can handle never giving Burger King my business again.  I will definitely discourage my friends from going to any Burger King.",2019-01-26 01:58:00,False,CBJawesome,,Burger King
288,1,BK App is A HORROR,"App is clunky to say the least.  It hangs.  You submit payment and it just blinks.  Credit card shows a $0 charge and nothing.  App doesn’t return.  Reboot phone to see if it will clear whatever is hung up.  Go back in and order sort of is there but has incorrect prices and part of it says not available at chosen restaurant.  Exit app.  Go back in, shows correct amount but acts like starting over.  Was finally able to complete the order.  Just hope I don’t get double charged some how.  Not a fan of the app.  Would have just went to the counter to order but one item was an app exclusive.  Ugh!!!  BK really needs to simplify and improve the actual usability of the app.",2021-08-26 01:19:23,False,Sara Reno NV,"{'id': 26116865, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-11-07T00:26:00Z'}",Burger King
289,1,(User Beware）Poorly designed app,"I imagine most of the top tier reviews are either purchased or part of some sort of focus group where the app actually works as intended. It constantly crashes, can’t progress through a simple order, or won’t accept payment. Yes; there was enough money in my account. The app simply wouldn’t process the order.  Today; I placed an order using a coupon but, even though the items needed to utilize the coupon were added; the app still charged me full price. It’s increasingly frustrating to continue using the app. I would rather pay more at another fast food restaurant, using their working app, than purchasing from Burger King. User Beware.",2021-03-27 21:42:16,False,SimplyWilliam,"{'id': 26116472, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-11-07T00:12:04Z'}",Burger King
290,5,Can’t place an order - but they fixed it!,"Login, select a store, put together an order, tap “continue” to pay AND nothing. Blank screen with Burger King logo at the top. Tried again without my Wifi and just Verizon - still nothing. Ordered Papa Johns earlier today and had zero problems.

Update

Tried again today and now it’s working.  Didn’t change or do anything on my phone, still using regular Verizon cell Data.  Thanks!",2022-10-04 16:41:05,True,Pacopacoll,"{'id': 32370185, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-10-04T16:41:05Z'}",Burger King
291,1,Terrible!!!! Do Not Use!!!!,"Had a terrible experience with this App & Burger King.  Used the App and went to the Burger King I ordered at.  They said they didn’t know about the App & would not accept my App purchase.  Had to reorder their.  Afterwards, found out I was charged twice, once by the App & once at the restaurant.  Contacted the App’s customer service and they told me to go back and they would refund me.  Spoke to the manager and they said they had no idea how to refund the App purchase and could refund the at store purchase because that was the actual purchase that was made.  Contacted customer service again and no one has replied. It’s been 2 weeks.  Obviously not using this App anymore but will also never go to Burger King again after this experience.",2018-10-20 14:41:34,False,jaynaz786,,Burger King
292,5,Stupid easy coupons… you’re wasting money if you don’t have this!,"The app is super easy to use, just click on deals and it pulls up all the available coupons. You can order mobile, but I don’t do that and just select redeem in store.

The latest update has added a bunch of mobile only coupons, they say mobile eligible but then only are available for mobile so that was a bit misleading. Outside of that I love it!",2021-07-07 02:08:42,False,RC-ichard,,Burger King
293,3,It gets the job done I guess,"I’m able to order food and either go get it or get it delivered to my house…after trying to order for about 20 minutes. The app is incredibly slow, it takes FOREVER to load sometimes, it crashes a lot too. The app is useful but is very frustrating at times. 

Also, these issues could possibly just be my internet where I’m located. My internet isn’t terrible necessarily but it does have its moments where it’s really bad. However, I don’t have these issues with any of the other food apps on my phone.",2022-04-19 18:22:26,False,Regina M.,,Burger King
294,4,Good App but Needs Some Extras,"Cons: 
- There is no option to order condiment packets or sauces like zesty sauce or ketchup. PLEASE ADD THIS FEATURE
- The offers randomly reset.  When I first access the app, I’ll have like 5-10 offers.  Once I’ve add food to the cart and go back to add an offer it only shows 3.
- Doesn’t save the delivery address so you have to enter it every time even after you’ve signed up

Pros:
- Super easy to navigate
- App is kept up to date with the current menu

I’ve tried both the delivery and drive thru pickup methods and didn’t have any issues with my orders.  Only issue I continue to run into is you can’t request  condiments in the app and the stores don’t automatically give you ketchup or sauces. At least my area doesn’t.  It’s a lucky day if they give me napkins.  Would be extremely excited if they would just add one more tab at the top for Condiments so that users can request them.",2020-11-17 22:03:06,False,jennifer.rester,,Burger King
295,3,How is this app getting 5 stars?  Seriously.,"This app is utter trash, but I expect nothing more from anything with the Burger King name.  Each new update, I keep expecting the devs to address the bugs, but they never do.  The UI isn’t intuitive and the steps just to order are illogical.  I’ve ignored these issues until now when it won’t even allow me to use their own in-app deals.  They show up in the cart, but I’m not charged for them because... ¯\_(ツ)_/¯ 

Couple those problems with the fact apple pay is no longer an option and you get 1 star from me.",2020-12-10 20:58:41,False,BadkarmaBaroo,"{'id': 19707359, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-12-12T02:38:25Z'}",Burger King
296,1,Apple Pay issue,"Probably the least intuitive app that I have ever used. I really wanted to use the Apple Pay special to order a chicken sandwich. Once I finally got the sandwich in my cart and tried to check out it said that the location was closed, which it wasn’t. Finally got it by picking drive through and proceeded to pay. Whoops, there is a problem with Apple Pay, you need to add a payment method. Strange because this happened two days ago while trying to get the same sandwich! I gave up and left only to return today with same results. Solution: deleted the app and went to Mac Donald’s and ordered my lunch and paid with Apple Pay with no problem. Not a fan of BK :)",2020-06-10 00:19:17,False,Bob-Ko,"{'id': 15890809, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-06-10T06:06:12Z'}",Burger King
297,1,Waiting For My Order Just So It’s Cancelled,I ordered Burger King for the first time expecting it to be how they advertised and wasn’t expecting to have to actually be ordering doordash. If I knew dashers were gonna take my food I would have given a better tip because they are MONEY HUNGRY. Waited forever until someone took my 3 dollar tip (I ordered 13 dollars of food between my partner and I) just for it to tell me my order was canceled. I don’t get told anything about a refund or nothing to make up the fact I worked a long shift and couldn’t just make it easy and order out. Wasting my time AND the dashers time. 0 Respect. I know how doordash works and they get the order before a dasher is assigned so they knew they had a doordash and could have had it ready,2020-04-14 02:20:13,False,BryMcKe,,Burger King
298,1,Be careful using it!,"Be careful using this app or you could lose your money!  There is no cancel button if something goes wrong. I put in the location I wanted but it did not go through and the order ended up an hour in the opposite direction. I immediately tried to call , no answer on the phones. I tried three times digital messages. No response.I called the store where the order went, I was told to call the app. I asked  for a refund in all correspondence . The next morning I finally received a snotty email short version: they don’t refund for mistakes! Horrible treatment of an over 40 yr. customer! I would have spent the money in the correct store. Getting rid of this app and not dealing with them again app or no app.",2020-04-03 17:26:02,False,Sandy from the Mountains,,Burger King
299,1,Burger King doesn’t care about its customers,"I’ve tried using this app twice and I’ve gotten burnt twice. The first time half of my items were missing or incorrect. About 2 weeks later they finally issued me a small, partial refund. The second time my order never came and BK told me I need to contact the delivery company. But it’s impossible to reach anyone and direct my complaint with door dash since I don’t have an account and technically I’m not the person who placed the order (it was BK who chose them for my delivery). It’s a shame I gave them two chances and their customer service for these deliveries is awful, slow and I refuse to ever use it again. I’d rather order at the physical location or use their competitors Grubhub or Uber Eats.",2020-02-14 03:40:47,False,Ijustwantsomefreecheats,,Burger King
300,5,Convincing promotion!,"There are a lot of apps from many different restaurants all vying for precious storage space in your phone. I read online about the whopper detour promotion, and at first was skeptical. Not everything you read on the internet is true, after all! I decided to give it a shot and found out that it was indeed a real thing! The app is very well designed and allows you to customize your items as you order. Easy to navigate and understand with a great user interface.",2018-12-10 20:16:26,False,TalanXavier,,Burger King
301,1,The new user interface suuuuucks!,"Wow... this app used to be awesome but now it’s really frustrating. It used to be quick and easy to go through the coupons and pick what I wanted, customize an order, go back or forward from my cart to where I was to change something (instead of starting all over at the beginning....). Now you have to scroll through all the coupons painfully slowly waiting for full size photos of every single thing to load and finding how to use a T-Mobile coupon is like a scavenger hunt. I was so frustrated trying to use it that I literally decided to go home and cook myself dinner. Not exactly what you should be striving for in a app to make shopping at your business easier.",2019-12-19 00:36:16,False,Jaify,,Burger King
302,3,"Love the deals, hate the app","I’ve used this app a few times now and it seems to be working only when it wants. Everything goes well until I hit the “I’m here” button and then it tells me that the payment didn’t go through or just error 403. When I try to place a new order, because I know the payment method works, the app can’t find a single restaurant within 10 miles even when I’m standing in it. It would just be annoying if it occurred before I went to the restaurant but when it’s after I’ve walked there I could just scream. It’s disappointing because the deals are really good!",2019-07-24 17:23:57,False,SadandHungry1395,,Burger King
303,5,"Worked well until last upgrade, now I cannot make an order","I loved this app.  It worked well .  I would have liked the options of more diet sodas and the option to order condiments but over all it worked well.

Then came the last update and now I cannot order at all.  I have tried removing the app and downloading again (3 time) without any improvement.  

Hopefully the devs will correct the problem soon?",2021-01-22 01:25:02,False,rioliver,"{'id': 20592172, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-01-23T07:06:15Z'}",Burger King
304,1,Bk app,"Terrible. First time using app, the restaurant didn’t receive the order by the time I arrived. The manager said it wasn’t her problem and to leave. Wouldn’t even try to help me fix it. She said normal people pay for things in person and it’s my fault for using the internet for everything. Proceeds to yell at me because she’s got “so many” mobile orders, but none of them are mine and none of that was my problem. She then tells me she’s calling the cops on me, while I’m holding my 3 year old. You can order on the app but be prepared to fight for your food. The district manager couldn’t even apologize. All around pathetic and stay far away. Burger King will go out of business soon.",2022-03-01 15:20:34,False,ttinajjjjjjj,"{'id': 28345506, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-03-02T22:57:39Z'}",Burger King
