,date,isEdited,title,rating,review,userName,developerResponse,Company_name
182,2020-02-12 10:07:08,False,"Great Improvements Made, More Deals Needed",4,"When this app was originally launched, it was absolutely AWFUL. There was this big push from the company to “get our app, get our app”, but it really was more of a waste of time than it was anything productive or efficient. However, time has evolved and I have to say the team behind this has done an amazing job making the app much more user friendly, improved functionality, etc. The only area of improvement I have now is around the deals offered within the app. There needs to be more of a variety of deals available, as they tend to be a repetitive or very similar. In addition, I’ve encountered several issues with being able to use these deals in the restaurant, even though an option is given to scan it at the restaurant - this is if the restaurant even accepts deals. They’re only “valid at participating restaurants” and I seem to find more restaurants that are not participating versus those that are participating.",VegasBoy2789,"{'id': 13449987, 'body': ""\rThanks for reaching out! We're continuously working towards an improved McDonald's Mobile App that our customers enjoy using. Thank you for helping us reach that goal by voicing your concerns."", 'modified': '2020-02-12T21:48:18Z'}",McDonalds
183,2019-06-07 10:21:13,False,Needs to be more clear,4,"I like the app a lot now that it is running more smoothly than it had at first. There are two things I would change if I could. 
1. In the promotions tab on the ordering menu, make it more clear what the promotions are. Like right now there are breakfast sandwiches on 2/$4, but when you go into the promotion tab, it just shows the sandwiches. Nothing about needing to buy 2 or anything. 
2. This is totally just a personal thing for me but would allow me to use the app to order more often..... in the sodas you have ice or no ice as options. I usually order light ice. I know it seems kinda silly, but it’d be nice if I could get my stuff the way I want it without having to bother the staff to change the order when I arrive. 
Otherwise now that the bugs are mostly worked out and the staff know how to deal with mobile orders and coupons,’I like the app and the deals it gives. Worth it, even if you only go to McDonald’s once in awhile, for the coupons.",Kelly7484,"{'id': 9158384, 'body': ""Hello, Kelly! Our goal is to make sure our customers enjoy using our app and your feedback will help us understand how we can improve it for our customers. We are continuously working to improve our McDonald's Global Mobile App."", 'modified': '2019-06-13T20:53:40Z'}",McDonalds
184,2022-05-01 15:29:14,False,Frustrating and can be better,2,I find some things work very well but app Is generally frustrating. Deals and bonus points can’t be used together so sometimes using points is worse than the deals offered. If I earn points I should be able to spend them with no restrictions other than maybe another purchase with it. Also they frequently run 2 for $2 and 2 for $3 or $5 dead and there seems to be no way to find this info. You’ll get the deal if you strike the right combo by chance but I want to use and see the 2 for $3 and purchase and I can find no way to do so. A lot of times I have to go into the place to see the deals and then use the app to order. Unfortunately I’m forced to use the app to get the best deals but in some cases I find BK and Wendy’s to be easier and more straightforward and the deals easier to see. McD can do better. One last thing. Please make it easier to give kudos to workers and stores that do a good job. Seems like places have gone down hill recently and I’d love to call out ones that do a good job.,XenoChron,"{'id': 29519353, 'body': ""we're always looking for ways to improve your experiences with the app. help us get better at this by replying via the link: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html"", 'modified': '2022-05-02T20:57:34Z'}",McDonalds
185,2021-01-13 05:05:15,True,Application undeveloped,5,"This application keeps having problems with login and I deleted and redownload still don't work. I waited three weeks now and there are no updates available, anyway, I delete and redownload and this time the application would not even load up. All my rewards are not available for access due to the fact that the developers fail to understand the errors that they did not develop. I had this account under the binding of my google account and whenever I change my apple’s ID using an alternate account for login with the same Google ID login won't work? It's been almost a year now I updated the application and still does not work.?? We are experiencing technical difficulties right now, please try again later. This message pops up every time and it's been almost a year, who's getting paid to fix it.?",All.walker,"{'id': 16365670, 'body': ""We're sorry about the difficulties you've had, All. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can look into this further."", 'modified': '2021-01-13T05:05:15Z'}",McDonalds
186,2019-04-06 16:02:10,False,A mixed bag of issues ~,2,"The app needs some capabilities added. 
1) when placing a mobile order, there’s nowhere that I can add Mac sauce to the sandwich I’m ordering (unless it’s a Big Mac).  So I have to order at the store. 
2) The location finding map needs to be changed so that a person can locate the local McDonald’s based on the area presented in the map - such as, “search area” after the user adjusts the view of the map as they want. Stop requiring ZIP Codes (nobody knows those without looking them up) and it’s so cumbersome to have to figure out the right spelling of a town, of which.... maybe I want a group of towns/cities as opposed to just 1 location. 
3) There’s so many app updates !! Stop it !  Redesign the app so any updates necessary get loaded “behind the scenes”, similar to how different “local” menus get loaded in for different locations.  I don’t think I’ve ever seen an app get so many updates. Are the app designers really that inept that they can’t get the bugs out. Sure, I understand that a bug or two might creep in.... at the beginning of an apps design. But come on, you do it way too frequently.",hounddog57,"{'id': 8156680, 'body': ""Hello! Our goal is to make sure our customers enjoy using our app and your feedback will help us understand how we can improve it for our customers. We are continuously working to improve our McDonald's Global Mobile App."", 'modified': '2019-04-10T17:35:13Z'}",McDonalds
187,2018-05-07 16:53:57,False,Double charged,1,"I would love to use this app because I have a five month old and waiting in line can be very stressful, even if it’s the drive through. But this weekend we waited for 15 minutes in the pickup location after completing our mobile order with not one word from an employee only to go inside and be told we haven’t paid so they aren’t going to give us our order. My husband showed them our credit card app (which works flawlessly), where the card had been charged, but they still made him pay again. He was told to come back after the charge posts to the credit card and they would refund him the amount. Yeah, we mobile order so we don’t have to go inside, but let me just run up there and have a 20 minute conversation with a manager to get my $4 back. Not likely and you know it. I also took the online survey about my experience, giving it a bad score, explaining why, and requesting communication back. Nothing.
There’s a problem between the app and the store and McDonalds is making twice the money until they fix it, so I’m sure their incentive is quite low. Pretty sure I’d never have to pay twice at Chick Fil-a.",TXGrits2,,McDonalds
188,2021-03-07 11:56:12,False,Unacceptably Buggy / Illegally tracking,1,"This is literally the worst fast food app I’ve ever used and I’ve used a lot. As I’m typing this I have that blue bar showing that McDonald’s is actively tracking my location for an order purchased AND received TWO DAYS AGO. Unacceptable and 100% illegal. I can’t count the number of times I’ve ordered something, drive thru confirms it and then at the pick up window they’re saying I didn’t pay for something I paid for because it didn’t show up on their screen... even though it showed up for the drive thru person verifying the order. I tried resetting the app (and my phone) and I cannot get rid of that order in my cart that’s currently tracking my location. 

On top of that, it’s just a bad UI for an app. Home tab is a waste of space. Really, not a lot of time was put into this app for user experience and it shows glaringly. McDonalds needs to fire the developers and then sue them for building an app so poorly it tracks your location days later. I will be consulting an attorney to see if there’s anything else I should be doing regarding this illegal activity.",rubyblue76,,McDonalds
189,2020-07-24 19:22:17,False,Hacked!,1,"I’ve used the app in the past to order in the drive thru, or at the counter in various locations...sometimes it’s easier to use than at other times (perhaps due to location), however, the other day while at home I attempted to use the mobile order and pay gesture for the first time...it went smoothly until I was informed that my iPhone (from which I placed the order) needed to be at the facility to complete the order (understandable, but not explained in the app)...(I had thought that I could place and pay for the order and have it picked u)...I cancelled the order and thought that that was done with...Unfortunately, it wasn’t done with...I received a (via email) receipt from a McDonald’s in Texas for an order that was completed at 10:44 p.m. that same evening...the issue is that neither I, nor my iPhone were in Texas...I was in eastern Iowa...can you explain that?   If I couldn’t complete an order in the town that I live in, how could someone in Texas complete a purchase and charge my account!?!  Not acceptable!  Aside from charging my account, I’ve had to cancel my card(s) that were associated with the mode of payment...major inconvenience...",nanha2,"{'id': 16960795, 'body': 'Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can look into this further.', 'modified': '2020-07-29T16:54:42Z'}",McDonalds
190,2020-07-11 15:56:52,False,Terrible!,2,"Last year I loved this app and ordered from it all the time. Then all of a sudden the app started ordering things for me in the middle of the night. One morning I woke up and my McDonald’s order was already ordered and paid for. So I drove to my local McDonald’s and the employee said I placed my order at 3 am, while I was sleeping. Thought it was odd, but continued on about my day. A couple days later it happens again. Ignore it and cancel the order. But this happened for months. My McDonald’s app would order food on it own and would charge my card, so I would have no choice but to pick up the food the app ordered for me (which was the same meal over and over again). This crazy order saga stopped about a month ago. Now every time I try to use the app it won’t let me sign in any where. I’ve tried deleting the app and restarting it. Nothing. Won’t even let me make a new account (it says my email is already being used). But it won’t even let me login and says that my email is already being used. So sad to say I will never be using this app again. It’s absolutely horrible!",Jessluvslulu26,,McDonalds
191,2018-11-07 16:50:48,False,Good start,3,"App works ok but is lacking features. Ordering and selecting Cash as payment should be one feature available for drive thru and inside pickup. (I understand curbside should be prepaid with credit card). 
Also customizing sandwiches needs more options. For example you Can’t change a plain roll to request an artisan roll. When you redeem a free beverage reward the choices should be categorized in some fashion. Right now I have to scroll through a huge list of drinks to find the one I want. Changing pickup location can be difficult. GPS location seems to be a problem. When I was sitting at a McDonald’s parking lot on New Britain CT it told me I was ordering at another McDonald’s 2 miles away instead of the one right in the parking lot I was at. 
 Removing an entire order from shopping cart tends to be difficult. Also viewing recent and pst orders on the app lacks much detail such as time, payment method used and prices paid for each item. 
It’s a good start and have seen some nice improvements but more can and should be done.",Nbmich,"{'id': 5864689, 'body': ""Thanks for reaching out, friend! Our goal is to make sure our customers enjoy using our app and your feedback will help us understand how we can improve it for our customers. We are continuously working to improve our McDonald's Global Mobile App."", 'modified': '2018-11-08T21:00:46Z'}",McDonalds
192,2022-10-14 06:08:30,False,McDonald’s app,1,So much to say with little time… where do I start. Okay so when I WAS using the app. The previous meal never left like it had done months before. So I would have to manually close that order then order. Okay fine whatever. So for the past month maybe longer at this point. I have been kicked from the app and not able to sign back in. So about a week or 2 ago I emailed with screenshots letting them know step by step directions of what I’m doing. They give me same tips I’ve already tried or 1 that I didn’t but then after trying it still didn’t work. In the email it says if this doesn’t work call this number. So today I call the number. Spoke with a young lady who is just as over the app and issues as much as I was cause she greeted with a long sigh. After telling her the issue she then tells me wait 2 to 4 hours… all i could think is Girl I waited a whole month and then some… other than that no resolution with getting logged back into the app. It also tells me to click on a link in my phone… which there isn’t a link to click nor did it send me one….,jamiedp22,,McDonalds
193,2021-09-25 12:55:29,False,Order number disappears,2,"Honestly, I’ve given this app multiple tries. Every time I order, I go pick up my food and the order number is no where to be found on the app. Sometimes my order completely disappears and an employee has to now verify on their end(which they always seem confused)before preparing my meal and most times I now have to stand on line and re-order. So so frustrating. My reasoning for ordering ahead is for the convenience of walking in, grabbing my food and walking out fast(since I’m often alone with my kids). This app needs a better tracking system. Order number should stay on screen until order is picked up. Or an email should be sent to confirm that order went through. I’ve been charged double at times most times causing me to just walk out. It’s frustrating and such a long unnecessary process to pick up a fast food meal. Delete the app completely and just bring back more workers. I hate those kiosk, so dirty and take much longer to order than an actual person at the register.",Krissi809,"{'id': 25533868, 'body': 'We want to make the best Mobile App we can. Help us improve on this by replying here: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html\r\n', 'modified': '2021-10-06T18:21:28Z'}",McDonalds
194,2020-06-12 21:17:35,False,Pointless app if it never works,1,"I used to use the app all the time and it would work great and was one of my favorites. As of the last several months, it never works anymore and I encounter a new problem after finally fixing the last issue. It constantly logs me out of the app and won’t allow me to log back in via Facebook but when trying to log in via my email address, tells me I must log in using Facebook. It just keeps loading and after 10 minutes times out. I eventually made a new account with a different email so I could finally use the app again after months and it was working just fine until it then wouldn’t allow me to add my credit card for payment. Every time I put my info in it loads, then says “card not added”. So now I’m unable to put an order through rendering mobile ordering on the app completely useless. I know of others who have had the exact same issues at times also. Some days for some people it works fine, others it won’t allow you to do anything. So until these glitches get figured out, the app is useless and not worth having it take up space on my phone.",annoyedappuser1016,"{'id': 15972992, 'body': ""Hey there. We're sorry you're having difficulties with your payment. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can further assist you."", 'modified': '2020-06-14T17:29:48Z'}",McDonalds
195,2020-04-02 05:47:04,False,Less convenient than actually ordering,1,"The two main issues with this app - the gps tracking and the employees. 9 out of 10 times when I use a food ordering app it is to order and have someone else pick it up that is not myself. This is near impossible due to the app tracking you and if you try to check-in an alert will pop up saying that it “doesn’t look like I’m here”. However that if you’re “having issues” you can find a crew member and mention your order number. 

This is all fine and dandy however I tried to work around the “system” and have my boyfriend still pick up HIS dinner. However the employee at the drive through continued to argue with him and state they had no mobile orders and refused to take the order number and was of no help. My boyfriend tried to explain what was in the order and the employee told him to drive up and pay for the meal which I was already made to pay through the app. 

This leaves my boyfriend hungry, me frustrated, and the employee, well I don’t know one customer less because there was no point in my boyfriend ordering more food through them for the rest of the night.",courtney shaugh,"{'id': 14497982, 'body': 'Hi there, Courtney! We always expect your service to be stellar. Having our staff trained and knowledgeable about our Mobile App is important to us. Please provide some more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can address this.\r\n\r\n', 'modified': '2020-04-06T19:42:41Z'}",McDonalds
196,2020-02-21 12:24:24,False,Terrible app. Beware. Security issues,1,"BEWARE! First and foremost this is one of the worst fast food apps out there. DO NOT PUT YOUR CC INFO IN THIS APP!!! First they have a security breach causing my cc info to be stolen and used across the country. Then they say that  it is a top priority to recover my money. Fast forward 2 weeks....no response. Thanks McDonald’s. Then another time shortly after, I do a “deal” buy a breakfast sandwich and receive a free McCafé beverage. Used Apple Pay,  accepted transaction, then the app says they have a problem on their end. App says the restaurant is closed when in fact it was open. Walked in and they charged my Apple Pay for the drink too! Then let’s talk about their under trained, half English speaking, idiot staff who can’t figure out how to refund or even cancel the order and give my money back forcing me to pay for everything. Great deal. Again thanks McDonald’s! And these morons think they deserve more money per hour! What a joke. They don’t even deserve minimum wage. The deals are terrible. The app is terrible. The customer Service for the app is terrible. Not what I would expect from a player as big as them. You want a good fast food app...goto Taco Bell.",j@c4uoqixbfosvx,,McDonalds
197,2020-06-14 17:11:51,False,Total crap,1,"First problem is that the app won’t send your order to the store until you actually arrive. That makes no sense because you might as well wait in the line at the drive through. Next, due to horrible managerial practices, there’s only one person devoted to app orders. Just ask. But the drive through has the entire inside crew moving them along. If you show up after the dining room is closed no one is going to tel you that they can’t bring food to you at curbside. How do I know that?  They left me there for 15 minutes while everyone on the drive through had already cycled through and were on their way eating their food. 

Next, the people at the store can’t refund tour money if there’s a problem with the app order. You have to file a complaint on their corporate website and wait for a regional manager to email you, and then argue with them for a while before they will agree to put you in touch with their accounting department. Then it’ll take 30-60 days to refund your money. 

So, after careful consideration I’ve decided this app is total crap and that I’ll not go to McDonalds for a very very very long time.",POedDad,,McDonalds
198,2021-12-23 20:41:55,False,Response to bug reporting is terrible,3,"I would have given this app 4 stars because of an annoying bug. However, when I reported the bug I did not get a response for several days and when the response finally came it was only instructions on how to customize an order. This had absolutely NOTHING to do with the bug. So I am giving it 3 stars instead.
The bug that I reported was that when I order 2 2 value meals with different drinks, the app changes both of the drinks to be the same as the last one selected. I ordered a Big Mac meal with a Dr. Pepper. I then added a Big Mac meal with a Diet Dr. Pepper. When I looked at the cart, it showed 2 Big Mac meals with Diet Dr Peppers. I removed both and started over, this time with the diet drink first. This time it changed both to the regular Dr Pepper. So I tried to edit the cart and it would only let me change the drinks for both. Let me be clear, I did NOT change the quantity of the meals to 2 at any time. But the app kept changing it anyway.",10th try nickname,"{'id': 27084034, 'body': ""We don't like that one bit. Help us get right to the bottom of this by replying here: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html  \r\n"", 'modified': '2021-12-27T19:01:10Z'}",McDonalds
199,2021-01-12 18:40:34,False,Needs work,3,"Three main issues I have to deal with. I second the daily deals/deals where the reset time is crazy. Make it 20 hours from use so your not for forced to wait for it to reset if you come prior the expiration time. 

The whole not allowing to order food that is actually available but in the app either side of time switch items aren’t available in the app. In the morning I cannot order breakfast items from 1010 am up to 1030. And then cannot use the app to order lunch items until at 1050 am. Why is this forced time out for ordering not closer to the actual time? What can’t the software be built to have this flexibility. If you get there after or before the change say 5 minutes prior should get an alert that your order will be forced to be changed to available items. Please fix this nightmare for users and the employees that have to deal with disgruntled customers. 

Last issue menu boards do not flip at change over time and stay stuck in back menu or something like that. And the. Sometimes the drive through line is forced to sit and wait and the employees get treated many times with hostility and I’m sure drive offs. I was going to drive off due to the above time lock issue the day prior. Almost getting to the point of taking my business elsewhere. 

Especially when wanting to enable contactless payment/ordering options. Your failing massively with these continuing issues.",Fangspier,"{'id': 20407886, 'body': 'We always want your Mobile Ordering to be awesome. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html\r\n', 'modified': '2021-01-14T16:41:10Z'}",McDonalds
200,2018-11-14 02:50:10,False,"When it works, it’s great!!",5,"While I appreciate the mobile ordering and deals so much, I’ve actually had TONS of problems when using it at various restaurants. My assumption is this is a franchise issue as opposed to a nationwide problem so I grin and bear it. I understand that technology is great when it works and that none of the McDonald’s store staff created the app BUT, if it’s not working and I clearly have a heavily discounted or free item coming, I don’t want to then be asked if I’d like to purchase it at regular price. Prior to the app, any store could adjust order totals based on a mix up or misrepresentation. This should still be the case. The app functions as a virtual coupon that is valued like any other— if it won’t scan, that isn’t my problem but McDonald’s. 

So, as I mentioned, it’s great when it works and I really do appreciate it!! The above criticism is only offered in the hope it can make a good system great.",Theschnauzerqueen,"{'id': 6014379, 'body': ""Thanks for reaching out! Our goal is to make sure our customers enjoy using our app and your feedback will help us understand how we can improve it for our customers. We are continuously working to improve our McDonald's Global Mobile App."", 'modified': '2018-11-19T20:56:52Z'}",McDonalds
201,2020-10-13 10:56:07,False,The new update completely crashed my app,1,I can use my account on other phones just not mine... I have an iPhone 6s. I called support multiple times and all they can say is they’ll let me know when it’s fixed and a lot of iPhone users are getting the same critical error message as I am. I won’t go to McDonald’s unless I can use the curbside feature. I also take orders for groups of people with custom orders so it’s less stressful to just order through the app. I’m so disappointed that McDonald’s wants to tweak everything so often that it loses some of its loyal customers. I hope they just stop updating constantly work on the basic bugs of logging in and keep it the same so we can actually use it. I tried to order something they had advertised... a Big Mac bundle and the lady told me she couldn’t ring that up because it’s a mobile only deal. I told her my app doesn’t work and she wouldn’t make the exception. I have a feeling I’ll never be able to use the app again because it’s been about a week now and it hasn’t changed a bit. McDonald’s hasn’t given me any updates either.,TaylorHarvestMoon,"{'id': 18528730, 'body': ""We're sorry about the difficulties you've had, Taylor. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can look into this further."", 'modified': '2020-10-16T16:45:39Z'}",McDonalds
202,2019-03-14 07:09:57,False,McDonald’s is charging twice for mobile orders,1,This is the 2nd time in about a week that McDonalds charged my credit card twice for the same order. I placed a mail bike order and then had difficulty selecting the correct restaurant. I entered the location I wanted to use but it kept switching back to a different restaurant. Finally I was somehow able to tweak it so the order went to the correct restaurant but at the drive thru the staff worker told me my order was declined and that I would have to pay for it in person which I did; although there was no indication on the app that the payment was declined. Then we I got home I saw my credit card charged twice for the same order. And this has now happened in two separate occasions; this double dipping McDonalds is doing for the same order. I tried to contact McDonalds through the app but it looks like the contact page is so glitchy that it’s impossible to send a message (intentional I wonder?). So until they fix this problem be careful of using mobile pay and check your credit cards to make sure McDonalds isn’t ripping you out of your hard earned money by charging twice.,Shellt39,"{'id': 7737103, 'body': ""We're sorry about your experience with Mobile Order & Pay, friend! Please give our McDonald's Mobile App team a call at 877-334-4332, so they can look into this further."", 'modified': '2019-03-14T18:01:23Z'}",McDonalds
203,2018-10-11 17:34:45,False,"Meh, nice idea, very poor execution.",2,"I love the idea of order ahead on an app. I HATE that you have to have the phone with you to pick up your order. I also cannot do curbside pick up because thenpay feature no longer works. I have to do drive thru and embarrassingly get told my payment was declined and then pay with the exact same card that wasn't processed. Last time it charges and refunded my card 17 times!!!! My bank was even confused. Now my card had a fraudulent flag on it from this app. It won't process payments correctly and therefore won't send the order in as paid. It takes longer to order on the app than it does to just go through drive thru!!!! Very poor app maintenance and execution. It worked great for the first two orders and the coupons were good. Now it took away nearly all of my coupons and won't process a payment. I've deleted it and reloaded it, added different cards to pay from, contacted customer service , etc. they need a better app or no app. 🤷🏻‍♀️ not much else to say. I'd rather just have paper coupons sent In The mail like Burger King does!",Sadaboutpaidapp,,McDonalds
204,2019-11-02 05:25:27,True,Unreliable,1,"I’ve used this app twice, 2nd time was to see and give a chance if it really works for me...unfortunately, it’s a waste of time...I placed my orders thru the mobile app, any store promo doesn’t apply and you can only use 1 coupon at a time...although you already paid for it by putting your credit card info, they still want you to check in when you’re at the store, and that’s when they start preparing your order instead of just picking it up once you arrived the location...worst part is if there’s no available customer service for mobile orders, you will have to wait longer...happened to me twice so what’s the point of ordering ahead if you ended up waiting still. Also, they ask you to check-in by putting the parking space number for mobile order pick up, nothing is always available because other customers are using the space for regular parking, so you end parking somewhere else, going in to the store to check in, instead of just waiting in your car to pick up your order. I’m sorry but this app doesn’t make sense when it comes to ordering ahead or faster service.",Dj kojack,"{'id': 11562917, 'body': ""Thanks for reaching out, Dj! Please contact our Mobile App team at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so they can help you solve any issues you're having with the McDonald's Global Mobile App."", 'modified': '2019-11-02T05:25:27Z'}",McDonalds
205,2021-11-25 22:33:21,False,Ripped Off,1,"I’m uninstalling this app it’s been giving serious issues. I order go and pick up and at the drive thru window they always tell me that the payment did it go through so I have to cancel the order and pay at the window. So I’m charged twice every time I use it. Normally the money goes back, BUT, Now finally they did the same thing and charged me twice and did not return the money and I have been in contact with the local offices and every time I call they give me the run around and refuse to reimburse me it’s a locally owned franchise it’s disgusting that McDonald’s let’s people use their name to steal like this from people. I’m assuming the manager and the employees at the store where this happened are 1) either cannot figure out how to use the app properly or 2) they’re running a scam to steal from people by charging them twice and claiming the charge didn’t go through when the bank clearly showed the charge they’re fighting for $15 the hour so they can steal from you, I’m also considering litigation for this theft because the refusal to reimburse me is a theft",DeadpoolsUnicorn,"{'id': 26541878, 'body': 'We can see how that would be frustrating. Let us look into that for you by getting back to our mobile app team here: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html  \r\n', 'modified': '2021-11-29T17:49:07Z'}",McDonalds
206,2021-10-09 04:18:43,True,Sooooooo much better,4,"Every time I open the app, I get logged out. Then I have to consent multiple times to Terms and Conditions for every re-login. It’s annoying. I used the app to place a pickup order. While still on the app’s interface, the app logged me out when I pulled up to the drive-thru. I closed the app, reopened it, and nothing. I couldn’t get the passcode to pick up the order I had placed; I had to tell them my name. The stupid app started working when I was on the way home. It’s inconvenient, and I don’t know if the deals/rewards are worth it.

Edit:
So the app definitely improved from the initial review I made. The app no longer logs me out when I get to McDonald’s, so that is a definite improvement for me. I’m able to use my rewards, earn points, and order through the app without freaking out that my order not got placed. To the developers, you guys are doing a good job. Thanks for fixing the glitches.",DownWithBankMobile,"{'id': 24604914, 'body': 'We get how this can be annoying! Reach out to us at: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html', 'modified': '2021-10-09T04:18:44Z'}",McDonalds
207,2020-11-06 20:43:28,True,This app tries to be too smart,1,"I have tried to use this app several times and have always had a lousy experience. The first 2 times I ordered before I left my house only to find out that they will not start building your order until the app knows you are in a waiting stall.  Then you watch car after car exit the drive through with their food while you wait. Then tonight the ultimate experience when I pulled into a parking spot in the McDonalds lot. I selected the I’m Here icon and the apps GPS said I don’t think your here. So I couldn’t proceed. I eventually put my mask on and walked in to order at the counter and cancelled the order I tried to make on this app.  The app should not be using gps to do this because when you report you are there, the next thing the app should do is ask for a stall number.

Update: after McDonalds response to this review I have decided to remove the app. They will not prepare food until you are in the parking lot AND this Crummy app acknowledges your presence or better put, might not acknowledge you when you are there.... so they will NOT prepare your food while you sit in their parking lot!",Radiohalo,"{'id': 18901581, 'body': ""That doesn't sound like an awesome Mobile Order experience. Let us look into this. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html."", 'modified': '2020-11-06T20:43:28Z'}",McDonalds
208,2020-02-08 03:42:51,True,Orders don’t go through and now hacked account,1,"UPDATE: Contacted the mobile app line two days ago. Told me I had to go through my bank for a refund since it was a “fraudulent charge”. Refused to refund no matter what I said to them. Contacted my bank and told them what the McPeople said and they LAUGHED. Said they’ve never heard of a company not refunding a customer for an order/issue that wasn’t placed by them. So I have to fill out about 4 pages worth of fraud discrepancy forms. I find it RIDICULOUS that a company REFUSES to give money back to a customer for an order or issue that the customer has no control over or didn’t place. shows you how money grubbing they are that they won’t give me MY money because of an issue on their garbage app. But not to fret... Burger King here I come!

 Have had nothing but issues with the mobile order app. The two times we’ve ordered on it when we go to pick our orders up at the store listed, they have no history of our order being placed with them. Now my wife got a notified that her order in NYC has been placed (we live in Kentucky 😑). Will be calling support and removing any and all info they have of ours.",Fubar1313,"{'id': 13360805, 'body': ""\rPlease give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further."", 'modified': '2020-02-08T03:42:51Z'}",McDonalds
209,2019-11-16 19:01:11,True,Sorry can not connect - restart app,1,"Update : I received developer response asking to call a number. When called, the rep was not ready to take my complaint/HELP letting them know about app login issue and escalate it if I don’t provide my email address. Mr Developer, I called in spent my time to help fix YOUR app. Pls have courtesy to respect my privacy and fix your app.... you Guys don’t deserve the courtesy of a customer who is trying to help. 
—————-\
______________\
Man this app does not work at all. Even when on cellular network with full bars it has issues connecting to internet. I cannot order without login, login won’t work because app cannot connect to internet. Basically use less. It should
at least have a guest option. I am not sure why a company like mc Donald’s don’t have this feature. May be it’s time to replace their app workflow designers. Such a basic functionality. Sry, you lost my mobile business. Also, I cannot use iOS password generation to fill in my password. Cannot paste a password. Even my bank allows it as it’s much more secure to use unique password generated by Apple than forcing us to enter one. Pls ... Think ! 🤔",vastav9,"{'id': 11872690, 'body': ""We're sorry about the difficulties you've had. We’d love to help you with a solution. Please give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further.\r\n"", 'modified': '2019-11-16T19:01:12Z'}",McDonalds
210,2022-10-12 00:39:02,False,Was great before it stopped working,2,"We began using this app for curbside pickup during the pandemic. As with most fast food apps it was a tad glitchy but generally worked well. Recently, I’ve started running into issues where I try starting a new order and the app says I already have an order in progress. No matter what you click, it will not let you cancel this mysterious in-progress order. 

I called the support line and they advised that the best way to clear this is to delete the app and redownload it. That clears the issue, BUT lately I’ve had to do this EVERY TIME I TRY TO PLACE AN ORDER. It’s a pain and makes what should be a quick trip to pick up food an ordeal that takes much longer than it should. 

If I hadn’t accrued so many points during the pandemic, I’d stop using the app, but I generally am able to get something free every time I order. At some point, those points will run out or expire and at that point, if the app is not fixed, my days ordering from the local McDonald’s will be pretty much done.",CR,"{'id': 32558547, 'body': ""an uninstall and reinstall usually fixes that issue, but you shouldn't have to do it every time. drop us line with more details via the link, so we can look into it. https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html"", 'modified': '2022-10-13T15:55:29Z'}",McDonalds
211,2021-02-11 19:07:08,False,Option for another person to pick up,4,"I’m very happy with the functionality of this app -better than most fast food apps out there.  However, we wish there was an option for another person to pick up curbside. Often my husband would like to place the order through the app on his iPhone and pay for it, and then I would go to the restaurant to pick up the order. Unfortunately, we can’t do that at McDonalds because the person who placed the order is required to check in through their own mobile app when they arrive, note their particular parking space, and then pay. Unless I take his iPhone to the restaurant, I am unable to pick up his order. 
The ability to “pay now” and to indicate that another person will pick up the curbside order would be a nice option to have for an assistant picking up an order for their boss, spouses picking up for each other, etc.",Jmp627,"{'id': 21034767, 'body': ""Heya. We're always working on an even better App that you enjoy using. Thanks for helping us out."", 'modified': '2021-02-13T16:45:11Z'}",McDonalds
