,title,isEdited,userName,date,rating,review,developerResponse,Company_name
100,I love the Subway App,False,Onellamafarm,2021-11-10 17:23:58,5,"I have always loved Subway sandwiches and felt like they are a healthy fast food choice but the drive thru line is always long because the sandwiches are not pressed.

I have not felt comfortable using the kiosk the chains have turned to since the Covid virus since I don’t want to touch a screen everyone else had touch do we have quit going to Subway for this reason until I found this app. 

No more waiting in the long line in the drive through. I just order my sandwiches in the app. By the time I drive to the Subway store the sandwiches are waiting for me on a designated shelf in the store. All paid for so I don’t have to wait in any line in the store. I just walk in and out! It is great!",,Subway
101,Enough is Enough,False,honestyb,2021-01-05 21:17:53,1,"It’s a great idea!  And I use similar apps with other fast food chains.  The app works great and I can detail exactly what I want.  NOW, it’s seems about 90% of the time (and I’ve been using this for about 3 yearsish), the staff at these Subway chains seem to ALWAYS not read my orders correctly, especially when it comes to seasonings, “extras” like extra lettuce, etc., and double meats.  It’s like every time I open my sandwich on the road......I’m like “that’s such a small looking sandwich!!”.  Every time when I’m actually inside Subway they get my orders right because I’m there to watch them.  I think most of these workers like the app so they don’t have to use up all the food and make them smaller in size OR they just don’t like reading the details.  It’s been happening at TONS of these chains.   Enough is Enough, I will stop using this app and will just stick to going inside from here on.  I love Subway but I sure do not like the execution of the orders from the app.",,Subway
102,App not worth the time,False,Brighton Tn.,2021-05-20 17:05:05,1,"Have been using the app for a while now. In my opinion, the app is not worth the time. Very slow and too many steps involved to make an order. Most of the time you can just go to the store and order faster than using the app. Takes several minutes to go through all the steps to make an order then if you don’t remember to put your order in in advance the app turns into a 30 minute process over all. There are also frequent updates which tells you the app developer is figuring things out on the fly and constantly having to correct things. Constantly have new bugs with mine after every update like not attaching my name to the order and listing it as unknown confusing the restaurants I’m ordering at. Subway is convenient because of so many locations but I enjoy using the Lenny’s app when a restaurant is in the area I’m in, much better. It is so simple, they just don’t have as many locations.",,Subway
103,version 7:  so sad,False,patu in seattle,2018-05-16 00:46:14,3,"Version 7 has one improvement and many problems.  Naming a favorite order and keeping it at the ready was an excellent idea.  But the mapping to find a restaurant is terrible.  Yesterday I couldn’t get it to let go of one restaurant so that I could find a closer one.   Today it's claiming that the there are NO restaurants in several locations where I know they exist.  And using pictures without words for designing a sandwich seems like a good mulitcultural idea, but it is more difficult for me.  

And why can't I add spinach? My customer is my sandwich I want to add spinach

This is now six months after I wrote the above. I haven’t proved the app quite a bit. Now the only thing that is needed is to allow you to save a favorite sandwich.   currently the favorites are all associated with specific restaurants. I wander all over the place, and only want a favorite sandwich, not a favorite restaurant.",,Subway
104,Could be better….,False,dmickey9,2022-04-13 19:44:19,4,"When people order ahead, they order based on an ETA! This order should be placed within the specific store’s computer so that when coming early it can be retrieved and made upon arrival. I ordered for 4pm pickup and finished my storage unit 30 minutes early and am having to wait that 30 minutes for the order to be able to be prepared. Of course, I suggested looking at my app for the order and was refused, so that could just be someone who should not be in customer service at all! 
Regardless, the initial problem lays within your app! I’m sure you could take 5 minutes to figure out the 1s and 0s and make it happen on your next update of the app. 
Otherwise this is actually a 3.5 ⭐️ but not able to do that!! 
Make it better",,Subway
105,"Really cool app, but...",False,Tony Vitiello,2021-05-20 16:37:07,4,"This app is really great overall. I love the user interface - extremely user friendly, clever, and unique. My only complaint is about the ""Deals"" feature. When you pick a deal, then pick a location, it should immediately tell the user if that location does not accept the deal. Instead, it allows the user to go through the entire ordering process before telling them at the end that the location chosen does not accept the deal. This would be tenable if it didn't force you to start the entire order completely over! If this one thing could be fixed, this app would be flawless. It really is a cool, well-built app overall. But that feature is a legit ""I'll never use this stupid app again"" thought inspiring annoyance. 😬",,Subway
106,Don’t order side items for delivery,False,Bellacore,2022-08-16 00:35:32,3,"Each time I’ve ordered delivery through the app, something would be missing when it arrived. It’s the side items like chips or drinks that are missing. (Not the apps fault). It happened today and the only way to report it is to call the restaurant that fulfilled the order. This turned out to be pointless because they don’t do refunds for missing items. You have to go to the store to pick up the missing items, which defeats the purpose of the delivery option. I was offered a voucher for free 6 inch for the mistake, but the only way to get the voucher is to go to the restaurant. Again, defeating the purpose of delivery. Find a better way to report and refund missing items in the App. No one orders delivery just to be told to go to the restaurant to pick up missing items.",,Subway
107,Some updates needed,False,chastuwall,2022-03-15 16:53:52,4,Ordering is very easy through the app and I love that they offer deals and rewards. My biggest beef is that you can’t order more than an hour ahead of time. I have a very limited lunch time and I would like to order in the mornings and schedule my pick up time but it will not let you. Furthermore if you tried to order from a store that is not open yet do you have to wait until they open as it will not let you select that store. I would simply like to select my sub and store for a schedule the time every day like I do on so many other apps. They need to fix this so that you can schedule a pick up time more than one hour in advance. Highly frustrating trying to order and pick up all in 30 minutes,,Subway
108,Yikes y’all,False,nommy-nom,2021-09-07 21:06:41,1,"I get an unspecified error when trying to sign up, on both the app and the website. I’ve tried different email addresses, I’ve tried removing the (-) from my phone number, I've followed the password requirements to a T. The error says to call their number and then press #2. I do this, only to be greeted by a very happy robot lady telling me that I’m being better served by robots than humans, which might be true, except this robot is clearly a sadist. I press #2, as the app says, then the cheery psycho robot lady says “there’s a problem sending the text” and tells me to go back online.

I have no way of contacting an actual human. How do I sign up? How do I load a gift card? I know you guys are in the middle of a big rebranding, but this is silly. I just want food. Send me to some outsourced phone rep on the other side of the planet, I don’t care. Give me food. Give me human contact. Give me Steph Curry if you want. I just want to load a gift card. My gosh.",,Subway
109,Sometimes have problems with app,False,xxsmills,2021-08-02 20:11:53,4,"I love ordering online on Subway because I get deals that way; however, the app usually goes slow, my order doesn’t always go through and I’ve had problems getting my favorites to go through easily. This last time it worked really well but I kept getting an error message and the cart didn’t show that it went through but I ended up having the item in there. Since I didn’t know it went through I ordered it again and ended up having 2 orders of the same sub. Once I figured out the error message wasn’t really an error I just ok’d through them and arrowed back each time I wanted to go back to the main menu with the favorites bar again. Using the icons for “add another” didn’t work.",,Subway
110,It’s gotten worse,False,GP135790,2020-10-24 15:07:56,1,"This app is no longer user friendly, WHATSOEVER. I have tried being patient but everytime I try to find a way to contact support I just keep getting sent in a never ending loop. The subway mobile app website that says if you are having issues go under the “contact us” in their app... well that doesn’t exist. 

I just want help because my subway offers the flatbread option but for some reason on the app it isn’t showing up. I have tried deleting and re-downloding and it does nothing.  Another big user error is that if I want to get plain chicken strips I have to order the premade bacon chicken sandwich and I can’t eat bacon, and there is no option to remove bacon.

It’s a sub shop, there should just be a build your own sub option.  I really don’t leave bad reviews but I really like subway and this app has been great until recent changes and I can’t get anyone to help me. PLEASE SEND HELP, leaving this review is the only way I can think of to get someone to reach out.",,Subway
111,This should be more convenient,False,BookerTAS,2020-10-21 02:31:21,3,"If the restaurant isn’t open, you can’t even browse a menu, much less pre-assemble your sandwich in advance. One should be able to pick the sandwich and ingredients they want whenever they want, then submit the order at the appropriate time, or even save it to the Favorites. 

Similarly, you have to submit your order no more than one hour (+/-) in advance of the pickup time. A much smaller (and less affluential) regional chain has managed to make it possible to submit an order not only several hours in advance, but a WEEK in advance. 

One should be able to submit a lunch order before going to work in the morning, so one could just leave for lunch at the appropriate time without having had to use work time to choose and submit an order, or try to do it while rushing to the restaurant during a limited lunch break.",,Subway
112,Special Instructions messed up! Please fix!,False,EAM 1976,2022-04-11 00:03:32,4,"I put special instructions for my husband’s sandwich and I called to make sure they read the instructions because a lot of times they just don’t read it. I called and asked if they followed my instructions and he said no it did not go through. So when I picked up the order I looked at the receipt and it was there, just all together without any spaces in between the words. It was all just one line so I can see how he said it didn’t go through. It wasn’t his fault this time! You need to look at it and fix the bug. If you need to see the receipt let me know and I’ll send a copy. Otherwise please fix this problem. This has not happened before so not sure what’s going on. Otherwise I love the app.",,Subway
113,Worst designed app I’ve ever seen,False,MalPalPlayz,2021-05-10 15:53:16,2,"I have a family of four, one being autistic, so our orders get king and complicated. I tried to order a sandwich with just salami and bologna but I couldn’t because there’s NO option to create a sandwich from SCRATCH. It MAKES you pick a premade sandwich and customize it—this wouldn’t be a bad thing if it didn’t disable you from changing the meats, so you HAVE to pick whatever meat combo they have preset. What’s the point of that? Subway is for allowing anything to be CUSTOMIZABLE, so why can’t I just have an option to create a sandwich from scratch? Next, the app doesn’t show all the toppings, drink, and chip options. I tried to get oregano but it’s not even an option. I tried to get Salt and Vinegar Lays chips—they didn’t have the option. I know the location has it so why not the app? App is the most frustrating app I’ve ever had the displeasure of ordering from.",,Subway
114,"Clunky and very glitchy, but has improved",False,saleen8927,2022-02-27 00:09:17,3,"I wrote a really bad review of this app a while ago, because it was hands down the worst take-out app as far as design, but it has been improving and is now “okay”. The food is always correct and ready on-time. The app requires frequent updates and won’t let you order without the update, meaning if you’re in a hurry you have to wait. The UI is better than it was, and not quite as cluttered, but it is very, very buggy. Sometimes you can’t order at all because it glitches out. It’s not always the same glitch, either, it messed up at different steps. Out of the past dozen times I have used the app, three times I couldn’t complete the order and had to go in person and order at the counter, and once I just ordered from somewhere else.",,Subway
115,Needs Work,False,Princessgamble,2020-09-17 21:08:01,3,"The app functions well but really caters only to customers that want to order specific menu options. There should be a “customized sandwich” or “create your own” option to allow customers to order exactly what they want. All menu sandwich items have locked items that the customer cannot remove. My specific location doesn’t honor promotions or member points unless you order through the app because they don’t have a scanner on site. Some locations may have different ingredients from other locations and if that’s the case then the app should pull based on the location. I realize that requires more work but it provides full service to customers which should be the priority. In the end, I can’t even use the app or benefit from promotions or member points due to not being able to fully customize my order.",,Subway
116,Is good but need improvement,False,jahahsys,2020-09-14 17:37:28,3,The app is good but needs improvement. It needs improvement in my opinion around the store location button . And I guess she read my GPS and see where I at I was sickness I want Subway. Like I should read my GPS and see where I’m at I was sitting there so I want to Subway and ordered from another subway seven minutes away previouslyAnd it sent my order back to where I had previously ordered which was a hassle but I needed to double check that IAdmit that but it would’ve been a lot easier if it double checked and verified where I wanted to place my order. Also canceling ordersShould be a really a one button push instead of a phone call and there should be a feature where you double check if you’re sure you want to place the order instead of one touch press your order is going to be ready etc.,,Subway
117,A 1 Star Reason to Believe,False,Mike Cern,2018-10-18 02:13:34,1,"So apparently, I went to this app, hoping it can be a service to me for ""ordering on the go"". Looks like this app doesn't do so well when trying to ""ADD A NEW PAYMENT METHOD!"" Yes, seriously, adding a new payment method. It seems that the most buggy and most messy mistake of this app would be adding a new payment method. How is it that this app can give me an error whenever I try to add a new payment method?! I DON'T KNOW! What I do know is that subway will fail at their job of ""not"" fixing this problem, if they don't tackle this issue soon. Please! I BEG YOU! Fix the issue where I receive an error for adding a new payment method! It doesn't have to be this way! You can change my life for the better if you fix this issue quickly. I don't know how much longer I can wait before I order on the go on Subway again. I think I'll die without Subway's working order app (joke implied). Anyway, please fix this issue soon and PLEASE reply back ASAP and let me know if it is fixed. THANKS!","{'id': 5581436, 'body': 'Hi there- we are here to help! Please contact our support team at (833)-778-2929, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!', 'modified': '2018-10-19T19:04:52Z'}",Subway
118,Worst App - Do Not Use With Gift Cards,False,In My Opinion 23,2018-10-01 15:39:30,1,"This app is horrible. I hate using it. The navigation is awkward. There is a menu on the left but multiple ways to access things (ie payment method and gift cards) all of which are a dead end and then you have to go back to home page again to do anything. In addition, I linked my gift card in the app. Since it was downloaded to the app, I threw away the physical card. I mean, that is the point of the app right? Unfortunately I have gone to 3 separate Subways and tried to use the app to pay for my meal and they are not able to use the gift card within the app. So now I have to use a credit card even though I have $25 on my inaccessible gift card which is infuriating. I ask the employees in the store why it does work and they say they do not know or the computer just says invalid payment. I then show them my app and where it says I have money left on my gift card and they still say the system is not accepting it for some reason.","{'id': 5332616, 'body': 'Hi there- we are here to help! Please contact our support team at (833)-778-2929, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!', 'modified': '2018-10-02T20:07:45Z'}",Subway
119,Fun and convenient but where’s all the options?,False,Aldkfueojc,2018-08-24 17:21:43,2,"My problem is where are all the options? Where’s the option for milk in the “Make it a Meal?” screen. Also I just picked up my order and had to tolerate a Diet Coke because there’s no Mello Yello selection option in the app ANYWHERE that I can see. Yet I know for a fact it’s one of their drink options if you go into the stores. Same with chocolate milk. Also, seems there could be a “Notes” or “Special Instructions” option on each item so if you have kids that are splitting a tuna sandwich and one wants olives on their half and the other wants pickles in their half one could send that request through. Currently I don’t see ANY of these seemingly no-brainer ideas as part of this app. Now I titled this review the way I did because I think for the most part it’s a nice app and it’s convenient. It just seems very inadequate when it comes to having all their options available.","{'id': 4892277, 'body': ""Your feedback is really important to us and we're always looking for ways to improve your experience! Feel free to reach out to us at (833)-778-2929 or via email at appfeedback@subway.com."", 'modified': '2018-08-31T18:50:46Z'}",Subway
120,Toasted or Untoasted? That’s the question!,False,MissTeeTeeNY,2020-04-20 20:18:16,5,"Your app is defective. Why is it that on the other food delivery apps CUSTOMERS choose whether they would like their sandwich toasted or not but on the actual SUBWAY app SUBWAY has made the decision to TOAST all sandwiches by default unless the customer specifically chooses not toasted? Why is TOASTED chosen for us and the app allows the customer to submit the order without choosing for themselves? I feel that the app needs an update that UNCHECKS TOASTED and allows the customer themselves to choose how they would like their sandwich prepared. 

Another company would have compensated me for my negative experience while Subway just says, “Thank you for your feedback.” Yeah, I think that was my last Subway experience.",,Subway
121,3 stars maybe generous,False,Green-go,2021-07-30 20:31:15,3,"Over all, it does work. Layout is fine, nothing to write home about. 
BUT….
Every launch of the app starts with an error. Not a comforting sign, but I have been using it and it works, so I think it is just something they over looked. 
My big issue is with the mapping. They show you pins on the map, but when it comes to finding a convenient location, you better be familiar with the address system in your town (or leave the app and Google, but I ahiuldnt have to do that). Every other food app shows the pins on a map. You click on them and that stores info comes up and ready to order. The map and the address list are in no way connected. 
I ended up driving across town and back again to find which store had received my order. Very frustrated.",,Subway
122,Real nice app but.....,False,Alehuackbar,2020-07-09 22:26:43,3,"It’s crazy how when you order a sandwich online and it has everything included like lettuce,tomato etc. Everything else except the CHEESE(which is usually included free) which if you forget to add you have to tell the person to remake it or go home with no cheese on your sandwiches. I ordered online picked it up and went home. 

So I called the guy who made the sandwich and he forgot to add other toppings like olives and onions. So I basically had this weightless sandwich.  Basically he said he couldn’t do anything about it. I told him every time I use the app something messes up and I admitted it was my fault I forgot the cheese. But I said everyone would get cheese on there sandwich it’s like ordering a pizza with no cheese. He said sorry that he couldn’t offer me anything or a refund and he told me to complain about the app.",,Subway
123,Recent Order tab auto fills order location,False,Putmic,2018-03-08 03:33:45,5,"The problem is that it not only re-orders the sandwich and sides, but the app also chooses the same store location even though a customer just selected a different store. 

Generally I like this app. I was frustrated when today I placed an order from it. I found a store that was near me and convenient for pick up and ‘selected’ that store. Then I went to the handy recent orders tab. There it lists what I have ordered in the past. It also shows the date, time and location of those purchases. I selected a sandwich from that list and chose to re-order it. I was disappointed to find out that I needed to drive another 30 miles to claim my now 45 minute old, not so fresh sandwich.","{'id': 2817518, 'body': ""We are sorry to hear that you're having difficulties. Please contact our support team at (833)-778-2929, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!"", 'modified': '2018-03-13T20:48:07Z'}",Subway
124,Convenient but needs more options,False,IHateIceCream,2019-06-21 17:53:12,4,"Downloaded because I forgot my wallet at home. Just like any other food app, I could order and pay with my card info without the need of my physical card. However, I didn’t like how there wasn’t a create your own sub option. I was restricted to select from the existing menu options, and I couldn’t even remove certain meats from those. Since I was already present in the store I just instructed them on how I wanted it, despite how the app forced me to order it. Would definitely be better if I had the freedom to create my own sub, or AT LEAST remove core meats from an existing sub.

Specifically I just wanted a 6-in ital. herb & cheese w/ pepperoni and shred. mozz. (literally that’s all), but was forced to order a spicy ital., remove everything, and request no salami personally.",,Subway
125,Too long to get order through app,False,KaranB001,2021-07-24 19:24:49,2,Customer service was excellent but my major problem is the Subway app. Why is there only one person working at any location at a time? What is the purpose of ordering through the app when I have to wait 45 minutes for my order. That is not just this location. It has happened at other subway locations too. I order through the app for many restaurants but SUBWAY takes the win in the slowest service through the app. Cannot blame employees because there’s only one at a time. How can they take care of customers waiting + the ones who ordered on the app. I gave Subway three chances at three different locations via app. The app is the most useless creation and a waste of time for the developers who created it. It serves zero purpose. Service is slower thru the app compared to me going regular to order.,,Subway
126,Don’t use the App unless you want to wait longer than if you went in as a regular customer,False,TechNot13219,2021-04-06 07:41:50,1,"Placed my order. Waited until the due time. Went in. Waited. Asked if they received my order. They did. I waited and waited. Watched customers come in get in line and get service without placing order ahead. They got their food and left more came in and got served.  I was in the store. Tried standing in line. Apparently the giant online order ahead of mine made me invisible even tho regular customers were being served. Horrible experience all around. Actually self boycotting subway completely because of it. At least after digging for an e-mail we received our money back, since you know, I waited 30 minutes and never got my order even started. 
I’ve been using the subway app for a couple months now. It’s generally ok. But this experience trumps any of that. It was rude and unprofessional to say the least. Zero stars.",,Subway
127,Not enough options.,False,GORGE E O,2021-01-30 11:58:16,2,"When I first got the app I was actually happy that I could order my food and pick it up when I arrived to my location but then later I started to have issues with the app then later realized that I couldn’t make my sandwich the way I wanted to make it unless I actually went to my location and did it in person, so I started to not like the app within time, now I just use the app when I go in person and just scan the barcode when I order my food at the location, not really as convenient as I thought in the end.

👎🏼 would really love the app more if they gave me a better variety on the app and let me do more choices to my sandwich 🥪 instead of having to go to my location and make it there instead, would make the app a lot more better if they updated it. Then I would give this app 5 stars instead of 2.",,Subway
128,Needs more work,False,T2$60,2020-08-15 15:35:52,1,"The app gives a lot of headaches. Tried submitting payment method, kept on giving error messages. This is after having closed the app and reopened it a few times, when that didn’t work I switched off the phone and restarted it a few times, still didn’t work. I eventually gave up, reopened the app a few days later, and find my payment information had been added. But what good is that? It wasn’t available when I was hungry. Next, when I tried placing an order, it asks you enter your location so it can find the closest subway to you. It couldn’t even find that, it kept giving an error message. I repeated the whole cycle of closing and opening the app and rebooting the phone. Still no success. It’s Subways’s loss really, they lose a customer, but I can use another app for another restaurant and place the order. Anyway, no need to reply, as I’ll be deleting the app after this review. This is just an FYI, to improve your app.",,Subway
129,Needs a little love,False,DarKnight1346,2021-06-26 22:30:25,3,"The app is great, love the functionality of the app, but the ordering process needs some work. First, I tried to make the order as a guest, but was forced into signing in. Second, when it came time to pay, it took 3 times of attempting my order before it went through with Apple Pay. Third, the “I’m here” button doesn’t seem to work. After clicking the button, confirming I’m here the screen flashes. After 5 times of doing this, the app is stuck in a loading state. I waited 20 minutes for someone to bring my food before finally walking into the store. I give 3 stars as I’m a developer myself and the amount of work that went into making an app like this doesn’t go unnoticed. That being said, I wouldn’t release an app like this without the flaws worked out.",,Subway
130,I can’t order from the app anymore,False,Vahally,2021-01-12 10:44:37,2,I used to LOVE this app because I could order ahead of time and pay from the app. It saved me time on my lunch break because all I had to do was pick up my order. Now the stupid app isn’t taking my payment information. I have gone through the trouble of choosing my order and getting to the check out only to find that the order won’t go through because there’s no card on file. I’ve tried several times to update the info but all I get is an error. I have lost my rewards because of this. And I can’t take advantage of the app only deals or online order deals either. I tried to contact customer service but everything is done online and there isn’t an option for app support. I’m so frustrated about this. I used to love Subway and the app but I have not ordered from them in almost a year.,,Subway
131,Really?,False,sjdnnfheuuwijdn jej,2020-05-26 21:50:15,1,"So-I’m normally the nicest person ever. I was nice til he said it wasn’t his problem. 

I ordered via the app-2 pizza subs. Removed all the items pretty much except the pepperoni. Went and picked up. Got home. Order was wrong. I called and the guy said come back up. So I drove back with both sandwiches. He told me to pull to the window, since this particular establishment has a drive thru. I told him it has sauce on it, but I didn’t want sauce. I ordered it without sauce-specifically removed the sauce-even shows it on my app. He then told me-not his problem-not his fault. The pizza sub comes with marinara sauce. I said yes I get that-but I said on the app I didn’t want sauce. He then puts the receipt in my face and tells me “it says in special instructions-don’t cut with a knife and don’t touch sandwich with knife-doesn’t say you don’t want sauce. Not my fault”. Then tells me he won’t remake the sandwiches. Um-what?!

I then have to open the app and show him I removed the sauce-he told me it comes with sauce. We went back and forth repeatedly. Then finally he says next time put it on the special instructions you don’t want the sauce. 

But why?!

Why do I have to when your app lets me remove it?!

Then should I just put on special instructions-I want nothing on this except what I’m saying I want on it and please don’t touch or cut with a knife? That seems like a waste since I already said I didn’t want the sauce 🙄",,Subway
132,Not worth the trouble,False,cc-pale,2019-04-11 03:53:52,2,"Multiple different times I have tried to place a mobile order and it will say something went wrong at checkout. I go to my bank account to find that it charged my account multiple times. (I will however say that they stayed as pending and have gone away. I’m bothered by the inconvenience of it) The time between the first time this happened, to the last time I tried using the app was a couple of months. I was sure whatever was wrong was fixed at least a few updates ago. But no. Same issue. Staff is always rude when I call about questions (which I understand isn’t the apps fault, however I wouldn’t have to call and stress myself with having to do so, if the app just worked in the first place) and I just feel like it’s not worth keeping the app and trying anymore. I use to use it often because it’s such an amazing app without these issues.","{'id': 8279259, 'body': 'Hi there, and thanks for reaching out again. The behavior you are describing leads us to believe that you are experiencing a payment issue. You may want to delete your stored payment method and try adding it again, and potentially contact your bank or credit card company to ensure that the information you are using, matches what they have on file.Thank You!', 'modified': '2019-04-18T19:22:33Z'}",Subway
133,Worst application from all what I have on my iPhone,False,Rei Diesel,2022-08-08 01:55:58,1,"Extremely unfriendly application, very very small unreadable fonts, not adaptive, extremely confusing way with selections. When order is made it is not automatically refreshed on status - spent 20 minutes just waiting on order when I was sitting inside the Subway store and I was not aware that order is processed and was eating for me as application was still stuck on first step, I got my order only when I asked for it, and application still was not updating the status, I had to exit this application and start it again to see the status update. As the options to blur the sandwich they are not full and again, used unfriendly.. When I got home and opened the sandwiches I found it had tomatoes and my kids are allergic to them - I did not see tomatoes are part of the order by default - had to drive back and make two new orders verbally….",,Subway
134,Couldn’t add card as payment method on app or website,False,average order,2021-04-14 00:38:43,1,"Tried to order on website and it kept saying fraudulent card after dozens of attempts and double checks to make sure every number was correct. Assumed it was an attempt to get me on the app. Got the app and instead of it saying “fraudulent error” it just wouldn’t add the card as a payment method. I tried that dozens of times only to complete the whole form for the card, hit done, and have nothing added to payment methods. It simply wouldn’t save the info. Updated new phone so that isn’t the issue.  Ultimately sent someone to the store for me and the order was 3 identical sandwiches. One was on the wrong bread all together and each either had an extra topping that wasn’t ordered or was missing one that was. Terrible experience overall. Subway purely based on the menu should be amazing but the app, website, and workers are subpar to say the least.",,Subway
135,Where’s my ranch?,False,kHasemann,2021-10-15 18:14:08,1,"I have no problems with the app in general, but I mostly order the chicken bacon ranch. If I do so through the app, I always get a sandwich without any ranch and it’s not even something that comes up on the “sauces” section or anywhere else in the app! If I’m not ordering for other people at work, I avoid the app, and when I am ordering food for myself and coworkers, I make sure to call the store I placed the order at and explain to the staff that eventually answers the phone (sometimes after several calls) that I want ranch on my sandwich. It’s hit and miss if I actually get ranch on my chicken bacon RANCH sandwich that I receive, even after I call and ask for it. 
I’ll update my review when the main ingredient that I almost exclusively order is added.
I’ve tried contacting through the subway app itself and haven’t gotten anything in return, so here I am, writing a ****** review hoping someone sees it.",,Subway
136,Accurate Feedback!,False,Full of GRACE!,2021-05-17 00:12:42,1,"Comparatively to the many, many food apps we’re all using now (due to Covid), I  was shocked to see Subway has gotten so many “great” reviews from “non-users” for a VERY poorly designed, inconvenient, inconsistent, cumbersome app!! I have my store picked and set, it still makes me confirm it when I place an order! I can’t add 2 DIFFERENT kinds of meat, or cheese to any custom sandwich! It refreshes itself every time I change ANYTHING!  Really?!! In this day and age of technology this app feels and works VERY antiquated!! And that’s saying something from a almost 60 year old!! 🤣  Subway, pleeeeeease hire someone from one of your competitors who have marvelously smooth, easy to use and understandable apps to completely redesign yours or maybe ask your REAL users or employees!  The employees don’t even use the app here in my town, otherwise they wouldn’t have told me to do something that I can’t even do on your app today!!! 🤪",,Subway
137,Worked right the first time now it doesn’t.,False,Drudjxx,2020-12-06 18:47:02,1,"Edit:  They updated the app and broke it for my iPhone 10xr.  It allows you to build a sandwich and then errs out when placing in the bag after trying for a minute.  Very irritating.  Forces me to lose out on deals or choose somewhere else to eat. 

Old:  The app itself worked well.  After order I noticed there might be options for contact free delivery after order was placed, but maybe it was just “coming soon”.    I will look more closely next time before placing order.  

My “in store” experience was not very good.  I walked in and saw a bag with my three pre-paid sandwiches behind the counter.  All the employees had to do was verify my name and hand me the bag.  Instead a I had to wait in line for three people to slowly go through the normal sandwich creation process.  

SUGGESTION:
Train employees to be aware that the new customer that walked in might be the one who has that completed order waiting.  Take 10 seconds to verify the name and hand them their pre-paid order rather than making them wait 5+ minutes while others complete their orders normally.

UPDATE:  It’s all good. I read the app instructions more closely.  Just walk to the register directly.  This signals the employees you have a prepaid order. 

 I also noticed a contactless delivery parking.  Just  pull in and call the number in the sign.",,Subway
138,Better hope your store has everything you ordered,False,erod550,2018-07-27 01:45:40,1,"I did my first online order today and on the way to the store I get a call that they have no meatballs. I say ok just cancel the order and I’ll go to a different store. They say we can’t do that, you have to do it in the app. App specifically states to contact the restaurant. I was already there so I went in and stood around for 10 minutes while they tried to figure out how to cancel the order and they never did figure out how. Turns out they did have meatballs they just forgot to thaw them so I had to wait another 15 minutes for the meatballs to thaw since I was already out my $18. Worst Subway experience I’ve ever had and I’ll never order online again. If they could have just canceled the order or even better transfer it to a store that knows what they’re doing with their inventory then it wouldn’t have been that big of a deal to just drive a couple miles to a different store.","{'id': 4428612, 'body': 'We apologize for any inconvenience this caused. Please contact us at (833)-778-2929 or appfeedback@subway.com. so that we can make this right! Please mention your concerns, the restaurant location, and your user name while contacting us. We look forward to hearing from you.', 'modified': '2018-07-27T18:57:09Z'}",Subway
139,Awful implementation,False,N810dahood,2021-08-03 19:51:08,1,"I ordered a salad today with avocado slices. Did I get that? Nope. Only realized it once I sat down to eat back at work. No way for me to get back that extra money I spent on this either. Thanks, Subway.

And how do you pick up your food? Well you can do curbside or in store.

If you do curbside during lunch hour, just know that you’ll be waiting a while because Subway doesn’t have a lot of people on staff to actually carry out this implementation. You’ll more than likely need to step out and go into the store. It’s not an inconvenience for me, but thankfully I’m not disabled or really in need of this.

The in store pickup is just as bad though. There is no formal way to do it. Customers standing in line won’t let you through because they feel like you’re cutting in line and the people behind the counter are busy taking care of customers in line. No formal line made to indicate where to pick up. No designated area set aside so customers can just come in and grab their food once it’s ready.

Awful and poor implementation. And this app has been out for a while and other restaurants that just started doing this are doing this a million times better.

Last time I’m using this app. Got screwed out of my money and what I wanted for lunch and felt awful when going in to pick it up.",,Subway
140,Love this app!,False,kt123536,2021-03-16 22:15:49,5,"I’ve had this app for a little over a year and it has been great to be able to order ahead and dodge lines when I’m on a tight lunch schedule. It’s easy to customize your meals and then simply go inside to the pick up area for your order. Sometimes they have decent deals If you order through the app (sometimes they aren’t so great). One thing that I disliked was not having coupon codes, but they have that feature now which is great! I did have an issue since the most recent update with the app not locating any locations near me but only my own location. But I deleted the app and redownloaded it and haven’t had any more problems!",,Subway
141,Like this app... but...,False,Talkin&Walkin,2021-01-30 19:16:39,5,"This app has become more user friendly with some of the updates.  I do wish that there was a way to use 2 forms of payment.  I have rec’d gift cards and added them to app, but if there isn’t enough money on the card for the whole purchase, it gets declined.  In order to use the balance, I have to then reload the gift card with the additional balance on the order, rather than just pay an additional amount from another form of payment.  Other than this small inconvenience, it is a great app and I like being able to order ahead and then just pick up the order and go with no additional waiting!",,Subway
142,Not good for custom sandwiches - time waster,False,MamaHuza,2021-03-07 18:20:12,2,"This app has a very limited application. If you’re ordering multiples of standard sandwiches then it’s ok, but if you want customization, it’s quicker just to order from the drive thru. 

It won’t let you change the bread, it doesn’t include special instructions for each item only for the order as a whole. You can’t view menu items unless you enter the order process. Exiting a menu item in the order process is difficult and sometimes takes you out of app completely, so if you change your mind you sometimes have to start over. If the store is closed, you can’t enter the order process to even view the menu (no planning ahead). We spent over half an hour trying to order 5 subs and in the end, just decided to order in the drive thru. App is a waste of time.",,Subway
