,userName,review,title,rating,isEdited,date,developerResponse,Company_name
65,ILuvMyPom,I waited 14 minutes for my order that said on the app it was ready for pickup. Please fix the app so that either the restaurant receives the orders timely or it reports correct information to the customer. I could have gone through the drive through quicker. And had less exposure since you have to go inside to pick it up. Makes no sense.,Took longer than ordering drive thru,1,False,2022-04-09 18:39:23,,KFC
66,moltroub,"Don’t bother wasting your time on this. KFC just wants to push deliveries and not improve customer experience as always.   We cannot order unsweetened tea or half cut tea. Cannot request all legs instead of leg and thigh. Cannot tell them not to bother with the cookies as no one likes them in our home. As others have said, it doesn’t decrease the wait time. Perhaps KFC needs to take lessons from Chik-Fil-A",Cannot customize order,1,False,2021-11-21 22:31:35,,KFC
67,P Dani,"I down loaded the app and set up the account. Placed an order only to be told it was canceled, not once but twice. I have now decided to never use or eat KFC again and this is due to when I went to the location they would not honor my order stating that is only an online thing. I showed them the 2 cancelations and they were like oh well. This company has gone down hill withe there service.",Dose Not Work!!!!!!!,1,False,2021-03-08 23:02:24,"{'id': 21565981, 'body': ""That doesn't sound right! Can you give us more information at KFCMobileTeam@yum.com so that we can investigate."", 'modified': '2021-03-10T13:00:12Z'}",KFC
68,Puffidredz,Nice app but I can’t even access the content because your featured item popup automatically opens full screen when opening the app. The “close” X on the top right corner sits right up under the iOS Wifi and battery icons so closing the popup isn't possible no matter what. You need to take some off the top of the popup so it sits below those icons!,Popups block access to the app,1,False,2022-10-28 21:20:34,,KFC
69,Jlynnknits,This app is basically unusable. Reloading the entire app every time the network signal drops a little is ridiculous. I also don’t think it was my signal because all my other apps worked. Everything is super slow and it crashed multiple times. I did finally complete my order but then deleted it immediately.,Terrible app,1,False,2022-11-29 01:12:20,,KFC
70,MattInSoCal,"I’m now sitting in the KFC parking lot trying to work with this app, which is showing a different (lower) price than them menu. In store, they won’t honor the price. I try to add to my cart and get Please Wait… forever. 

This isn’t the first time I’ve tried ordering through the app. I’m not sure it has ever worked for me.

Also, why can’t we order green beans as a side?",Doesn’t work for me at all,1,False,2022-07-07 02:13:27,,KFC
71,Good couponer,Introduce KFC Rewards a rewards program to earn points to redeem for free stuff at KFC like chicken and sides points can be earned  for ordering in restaurant or online or in app can also redeem points as well,Suggestion,5,False,2021-03-09 02:37:12,"{'id': 21566003, 'body': 'Thank you for providing your valuable feedback. Please reach out to us at KFCMobileTeam@yum.com, if you have other suggestions.', 'modified': '2021-03-10T13:02:02Z'}",KFC
72,jedivelez,"I tried to order a Beyond nugget combo on the app like I usually do but for some reason the app does not list Beyond meat any more. I then visited the restaurant in-person and when I ask for the Beyond nuggets, they had no problem preparing that for me. 

So in summary, the app is not showing menu items that are available in the restaurant if you go in person. Terrible…",Missing menu items,1,False,2022-02-26 03:18:00,,KFC
73,ABCGIRLS,I have to say the food was done before I arrived so it was easy for me to pick up but when I got home food was missing from the bag. That makes it terrible on me because now I have to go back to pick up the food that I didn’t yet.,Order not complete,3,False,2022-02-11 23:05:14,,KFC
74,goose546,"Placed an order on the app and picked up in drive-thru with no problems. The app doesn’t have the chicken tenders in their menu options, though. Just popcorn chicken. It would be nice to be able to order from the complete menu.",Glad there’s finally an app but incomplete menu,3,False,2021-04-30 15:42:23,,KFC
75,esmemmie,It is expensive if it was cheaper l would be able to afford it. I have been wanting this for a while already,Love,5,False,2022-09-24 22:38:15,,KFC
76,WG JT,"The app is crashing all the time and when i order it , they give me wrong order and not complete, i call the restaurant they just say they forgot to put it , and not helping at all for money back or anything.. and the apps cant open after that and always says no internet , idk what happened",The system and customer service,1,False,2022-10-20 00:45:51,,KFC
77,celestialdanio,"Love the accessibility of being able to order through an app but that’s about it. The app itself is so slow, I’ve had to endure multiple malfunctions while ordering. The kfc assistant never shows up either. Great idea, bad errors.",It’s okay,3,False,2022-10-13 17:28:49,,KFC
78,nicknamesarelame1234567890,"Not able to get out of the pop up max and cheese screen because it extends to the very top right area behind the battery symbol , so I can't order. Because I don't want the max and cheese .",Pop up cancel button is blocked on top right of iPhone 14,3,False,2022-10-08 17:49:13,,KFC
79,Henry914,Nearly impossible to use almost acts like some junior level scam app. Check the apps by the other YUM Brands like Pizza Hut and Taco Bell guys. Update just couldn’t justify keeping just not functional needs a lot of work. May check back when you guys have time to work the many bugs out of it.,Better than nothing barely,2,False,2021-06-01 00:57:44,,KFC
80,KYCoty,Glad to see KFC finally has their own app. I’ve used it a few times now and the experience has been great.,About time,5,False,2021-04-12 14:23:29,,KFC
81,FatDirector,"I love the UI/UX, just the payment part needs more work. But they finally added the Apple Pay option, which is extremity convenient. So glad that there is finally a KFC app.",Payment step issue,4,True,2021-10-02 23:00:01,"{'id': 23242750, 'body': 'Thank you for providing your valuable feedback. Apple Pay has now been added as a payment options if you would like to try the app again. ', 'modified': '2021-10-02T23:00:01Z'}",KFC
82,LovesFatalCurse,"It would not allow me to make an account so I used a browser to make one and it still would not allow me to sign into the account so in my experience this app was a waste of time, there was an option to continue as a guest but there are no exclusive deals when I tried that so I gave up and deleted the app",Deleted within an hour,1,False,2021-05-23 23:06:30,,KFC
83,Tim Salmon,Don’t understand why it’s only original recipe. We can’t choose extra crispy?,Why is there no extra crispy option?,5,False,2022-03-10 23:57:45,,KFC
84,Kidemonasssasssss,"Been trying to order through the app for like a week now, but when I try to add ANYTHING to my bag, it just says please wait forever. I got curious and let it sit once, it said please wait for 10 minutes before the app force closed.

Not fun, not finger lickin good... I'm not interested in ordering in store because prices tend to be higher and I'm a broke b. 😢",Can't add anything to my bag,1,False,2022-10-19 22:06:03,,KFC
85,Morzan524,So many issues logging in. Doesn’t stay logged in. Resets so many times. So many crashes. No points or rewards systems like Chick-fil-A or McDonald’s. Doesn’t take online payments very often or quickly. Gets the job done but not very well and doesn’t offer much else.,Makes online orders. Barely.,2,False,2022-09-19 00:03:30,,KFC
86,Jackson3010,"Just got the app, signed up, and tried to pick a store, but when I select Houston, Texas, where I’m at, it says no results. Pretty sure I’ve eaten KFC here for ugh, at least 30 years.",No KFC Store Located,5,False,2021-05-03 00:30:16,,KFC
87,Sexygun,"Terrible experience with my first order. Half the order was missing on arrival, driver refused to help, called restaurant and nobody picked up the phone. Assistance from app is non existent, they go out of their way to make it difficult to contact them. This is a total scam operation. I have never left a review before but I am truly upset. Deleting the app right now.",Missing half my order,1,False,2022-03-02 22:48:55,,KFC
88,2655183,Smooth experience and I’ll order through the app again,Easy to use app,5,False,2022-05-29 00:47:45,,KFC
89,Mis7er J,Store service is the worst don’t listen to the app when it says pull up to drive through and announce your order. Because they will tell you to come in. Second they will substitute your items with things like extra gravy when you paid for more Mac and cheese. Will never get my business again,Terrible app even worse service.,1,False,2021-04-22 04:00:45,,KFC
90,Get your mind right 38,"In this day in time and economical uncertainty, you would think that Kentucky fried chicken in Minnesota would and could have more deals to offer the consumer on on their menu, like Popeyes are even McDonald’s and so many other food chains in America, I mean nine bucks for two pieces of chicken with a regular drink and regular side, it’s not even a large portion . Well I can’t say good luck with that one.",To much money,1,False,2022-11-23 23:01:55,,KFC
91,philrelf,"Warning don’t accidentally add or change your mind about what’s in your order, because there is no way to remove items. I even tried deleting the app and reinstalling items where still there. Ther is an edit button but using that still doesn’t allow you to remove or delete items.",Terrible app,1,False,2021-12-06 18:56:19,"{'id': 26717972, 'body': 'Hey Phil, we understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at KFCMobileTeam@yum.com.', 'modified': '2021-12-08T15:44:50Z'}",KFC
92,Ms Pearl too,I love the ease of using the app and the fact that there is no delivery or extra fees when ordering through the app. Thank you KFC!!,Great Ordering Experience,5,False,2022-02-27 01:45:46,,KFC
93,golddude651,I love kfc and everything but if y’all would add a extra option too your pickles and other items I’d be a happy person :),Would love extra options,4,False,2021-03-23 16:22:25,,KFC
94,jc1243(,Went  on the app and paid. App told me it would be ready in a few minutes so I came to pick it up. They didn’t have the chicken ready or even what I had ordered available at all. Had to wait 10 minutes to get something that I didn’t even order. Useless app. Better off just going to the store,No good,1,False,2022-01-03 02:33:50,,KFC
95,danny9186769,This app needs a delete button in case you change your mind on your order.. I even deleted the app to clear my “bag” and it was back in after I reinstalled the app?!?!?!,Delete button needed,3,False,2021-10-25 14:48:30,,KFC
96,TashTish,The last of the fast-food chains to release an ordering app. Why this took three times longer than the others I’ll never figure out.,"JFC, what took so long",4,False,2021-12-02 18:11:14,"{'id': 26718733, 'body': 'We are here now :) Thank you for the review, give the app a try and re-rate us after your experience! Thanks!', 'modified': '2021-12-08T16:15:38Z'}",KFC
97,Shenoudameero,"I placed my order through the app, order was confirmed, and I was charged, so I went to pick it up, but the store didn’t have my order, and they said the only way to fix that is to dispute my card charges, it was my first time to use the app and definitely the last because I deleted it.",This app is a joke,1,False,2021-10-25 16:00:10,,KFC
98,Rustyg80,"The app layout is intuitive and easy to navigate. However there is no option to order drinks without ice which creates waste, since I refill the drinks without ice during pickup.","Well laid out app, but missing options",3,False,2022-01-25 18:07:01,,KFC
99,witwil,"The app is totally useless because when you try to pay for anything that’s in your bag it simply says unexpected error. I tried to use both Apple Pay and manually put in a credit card with the exact same result.

I gave up and went somewhere else, and deleted the app",Useless app that doesn’t process orders,1,False,2022-01-03 04:04:53,,KFC
100,Irishginny,Super App! Can’t believe it was so easy to get the order done so quickly.  I’m going to use it frequently.,App,5,False,2022-02-26 23:35:07,,KFC
101,JasKi1234,"I don’t understand why these companies make food app that doesn’t accept ApplePay, and instead try to force people to store credit card info.  

I’m not putting my credit card info on every single food/restaurant app, so until this app supports more convenient and safer payment option (ApplePay), I will not be using this app.",Doesn’t take ApplePay,1,False,2021-05-14 23:55:41,"{'id': 23243048, 'body': 'Thank you for your valuable feedback. Apple Pay has now been added as a payment option if you would like to try the app now. ', 'modified': '2021-06-07T14:27:41Z'}",KFC
102,Quad1212,"Had the app for a while now and every so often it won’t add items to you order no matter what you do.  I’ve tried reinstalling, logging in and out, VPN, no VPN.  The app could really use some work and there is no functional support/customer service that seems to have any knowledge of the app.",App rarely works,1,False,2022-11-30 20:28:47,,KFC
103,mulchy diggums,"Downloaded the app, gives you the special online only deal. Try to add special deal to your cart. Sits for 10 minutes with “please wait”. Visit nearest store. Get told it’s a tech issue and they can’t do anything without a physical coupon. 

Terrible customer support.",Worthless and not happy with restaurants either,1,False,2022-10-20 00:01:21,,KFC
104,Brecktaylor,No rewards. Annoying payment methods. No time saved if ordered at busy time or when lobby closes. Almost 0 point in using the app at all compared to just going to the store and ordering. Just takes up space on your phone for no reason.,Worst fast food app of any major fast food company,1,False,2022-06-19 00:59:51,,KFC
105,busy twinkerbell,At first I didn’t quite like kfc. However once they came out with the Nashville tenders it makes up for EVERYTHING those are so good.,Nashville,5,False,2021-05-17 18:45:20,,KFC
106,CIERASZYNSKI,I can’t order and have been charged 2 times ?),Mcieraszynski,5,False,2022-10-24 23:00:34,,KFC
107,th3l@stn1ckn@mel3ft,So many bugs they should call an exterminator.  Errors when editing the cart.  Errors when choosing the number of plates.  Errors when choosing the quantity of anything. Then finally errors when trying to pay using Apple Pay.,Bugs everywhere in the app,1,False,2022-09-28 00:33:13,,KFC
108,Zelium,"Installed the app, chose the store near me, selected the items. But I kept getting the message that said ‘bag is empty’ when I try to pay it. Tried multiple times on different locations and networks (wifi/cellular). Never worked.  Ended up going to the stored and made an order using drvie-thru.  Useless",Never worked. Useless,1,False,2021-05-23 18:42:16,,KFC
109,Swiss Machinist,"Love KFC chicken. There is none better. And that especially goes for the livers. Not all KFC’s have livers on the menu, (bummer), but I should be able to order livers from the stores that DO serve them. In addition, I noticed KFC’s website doesn’t list any livers either. And that’s just plain un-American.",What? No livers?,2,False,2022-08-15 12:12:43,,KFC
110,DarthRecneps ,"I know you still sell grilled chicken, I called and asked, but your app still only has the option for original or crispy chicken. You’re losing orders from me on a regular basis just because I can’t order something halfway healthy that is on your menu, that your app developers forgot about.",Where’s the grilled chicken?,1,False,2022-02-28 00:14:28,,KFC
111,lipseyt,"There are two locations within 5 miles of my home. I have geolocating turned on in the app but the app shows no stores near my location. 

This is such a basic function for an app and the developer cannot get this basic feature to work.",No stores listed,1,False,2021-09-25 19:13:54,,KFC
112,iLuv302,"Y’all can have four stars, and when you create a rewards program to give me free food for all the $$$ I be spending shoving my fat face at this restaurant. You’re welcome.","Rewards, Pls.",4,False,2022-04-21 00:03:08,,KFC
113,ICEMANN530,It would be nice to have the option to take out and replaced with other pieces,Options,4,False,2022-02-12 00:08:23,,KFC
114,BB_takenote,"Decided to give the app a try, however probably a once a done with. Placed order and app looked good, as I was pulling into location, app informed me there was a problem and the order was cancelled. Low and behold, I was still charged.","App cancels order, still charges you…",2,False,2021-06-21 23:31:40,"{'id': 23686376, 'body': 'Thank you for letting us know about your experience. We sincerely apologize and if you have not already please reach out to our customer service team at 1-800-CALL-KFC or through virtual assistant at https://www.kfc.com/contact and they can assist you if any refund is needed.\r\n\r\n', 'modified': '2021-07-01T02:10:35Z'}",KFC
115,Johnnykegr,"I downloaded the app and immediately found out that I could not change the sides on two different family meal options.  The meal was stuck on coleslaw and mashed potatoes - I wanted neither.  Please change that, then it would be a good app.",Cannot Edit Sides?,2,False,2022-03-17 23:37:14,,KFC
116,EvaMM4,"This app, until the last week or so, has been wonderful! I could order, pick up food, and leave in minutes. Now the app lets me get to the final screen and says error…no matter how many times you try, will not work :( Please fix",No longer working,1,False,2022-08-22 14:52:26,,KFC
117,derf1282,"So we had a hankering for fried chicken, and figured I’d download the app and save time. 

I put together my order and go to check out, and I get an error. Try again, and another error. But the 3rd times the charm and it says order confirmed.

I get to the restaurant, they ask for my name, and they don’t have my order! Then, a few minutes later (and well after I arrived) I am notified that my order is cancelled! 

Why bother with an app if it screws up and doesn’t actually place your order? I closed my account and deleted the app.",Doesn’t work,1,False,2022-05-16 23:11:15,,KFC
118,Redscarlett1,Waited forever for food and 15 mins to be acknowledged. Put in order at 5:13 it’s 5:34 still no food.  Have to wait for them to cook chicken.   Like they don’t know people are gonna get food on their way home from work…….,Quick pick up not quick,2,False,2021-12-16 23:35:18,,KFC
119,BIGGZHOUSE,I enjoy KFC Beyond Chik’n and this app doesn’t allow you to order it. It doesn’t even come up in the menu items. Just so happens that the KFC I’m at is only doing online/app orders or drive thru and I in a tractor trailer and can’t go through the drive thru. So I can’t order anything. 😡,App doesn’t allow you to order Beyond Chik’n,1,False,2022-03-08 00:13:28,,KFC
120,ibbl81,"Thank you, thank you, thank you! Just had the new Beyond Chicken and it’s fantastic!  Please continue this product!

Brenda",New Beyond Chicken,5,False,2022-01-11 00:18:49,,KFC
121,Mimi5775,"I have tried to order green beans on here, but it isn’t on the app!! Other than that, I love the app!!",KFC online orders,5,False,2022-02-09 21:37:52,,KFC
122,jamesmckee,Was going to place an order via app but the drink options in the app are not complete. The option for Sobe Water was not present. Also unable to upgrade drink size.,Solid start,3,False,2021-09-24 21:39:47,,KFC
123,Drgreenthumb42018,How in the world do you not have an easy refund button to cancel an order and get a refund you got a call send an email wait on hold and then get no response from them at all are you kidding me what kind of company makes an app that can’t do that?,No easy refund button,1,False,2022-05-09 00:34:08,,KFC
124,theplesentone,"Store never got my order, first they thought it was a door dash order. Then they got the order but couldn’t see it…this was about 35 min after the order was placed. So I told them what it was…and I forgot that I had a mash potato bowl on it, guess that $5.59 was on me, for forgetting I ordered it….just another failure of KFC.",Store never got the order.,1,False,2021-12-28 18:26:36,,KFC
125,Fl813,I’m sitting in a parking lot at KFC and the app is telling me that no KFC’s are in my area. So I click on just show me the menu and I cannot get connected to the app. At the same time I can connect to the Internet through other apps and websites without issues.,Poor location services and does not load,1,False,2021-12-05 21:47:34,"{'id': 26718654, 'body': 'Hi, we apologize for this. Our app suffered a glitch but it is now fixed. Please retry and re-rate our app and let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems. Thank you', 'modified': '2021-12-08T16:12:10Z'}",KFC
126,BerizonWireless,Their famous bowl shows chicken in their bowl on the app but automatically selects the bowl with no chicken and it doesn’t even tell you when you go to check out. They don’t even lower the price of the bowl when you take out the entire protein.,Shady Practices,2,False,2021-06-29 02:09:55,,KFC
127,Mojobaby,To make this app more easier to use it would be very helpful to follow current menu items. I’m not saying the promotional ones but at least the everyday menu items!!!,App needs to follow location items???,2,False,2021-05-19 00:18:40,,KFC
128,larry G 3,Food is good but you can’t enter in your card info until after you order. It should when you make your account you should be able to add your card then. Learn how to make an app,"Great food, horrible app",2,False,2022-05-11 00:22:49,"{'id': 30585705, 'body': ""Hi, we've heard your feedback and now you can save your card under account. Just create an account, add and save your payment for future purchases.  Thanks. "", 'modified': '2022-06-27T18:18:01Z'}",KFC
129,RMJL,"Was excited to order on this app, however there are only a few things listed.  Nothing that we usually order. Please update.  Could not use.",Where’s the rest of the menu?,2,False,2021-06-25 22:12:02,"{'id': 23686336, 'body': 'We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at KFCMobileTeam@yum.com.\r\n\r\n', 'modified': '2021-07-01T02:06:22Z'}",KFC
130,JoJoMamaz,And are great for fast food. What’s not cool is the app only showing options to order combos with drinks.   I doubt I’ll order again unless I can choose individual items I want.  Don’t force overselling or folks will stop ordering.,Nice to have an app…,2,False,2022-06-02 00:00:26,,KFC
131,ericaboboerica,"I get nonstop ads about this app and the holidays despite the fact the christmas was days ago. the little jingle pisses me off to no end. listen, people who want to buy your food will download the app regardless, theres no need to force it down the publics throat constantly",a lot of ads for a lukewarm product,1,False,2021-12-28 15:59:13,,KFC
132,luckydad,Tried to order bucket meals but you can’t change your sides.   One of the reasons I love apps is being able to customize easily.   KFC needs to work on that.,Not very customizable,3,False,2021-04-06 22:37:43,,KFC
133,tnfab89274928164940,"I couldn’t get past create an account. Failure message said email already active. Entered my password 4 times over 2 attempts, no go. Tried a third time using recommended password, dead screen. Why create an app that’s worthless? I’ll order food elsewhere.",Worthless,1,False,2022-10-20 20:26:38,,KFC
134,Pgdakitty,"It’s worked once or twice but it took at least 10 minutes of placing my order over and over and over. Most times, I’m just stuck in endless loop of mediocrity. Actually, mediocrity would be a huge improvement.",This app just does not work,1,False,2021-11-30 01:29:21,"{'id': 26718868, 'body': ""We apologize for the inconvenience. Can you be more specific please so that we can identify the issue? Don't hesitate to reach out to us at KFCMobileTeam@yum.com."", 'modified': '2021-12-08T16:22:10Z'}",KFC
135,ExecGlenn,Truly one of the lamest fast food apps out there. It’s quirky to use. It wouldn’t let me select a store to get pricing. It contains no coupons that I could find. There is virtually no advantage to using this. Just show up in the drive thru and order. The app really isn’t useful. It shows the company lacks vision.,Lame,1,False,2021-09-11 01:41:09,,KFC
136,Hurricanenut,"Useless app which only allows online ordering…you still have to wait in the drive-thru lane 45 minutes because employees won’t let you in to the store despite what the app says, “come on in!” Nope, food was very cold after waiting forever in the drive thru.",Online Order,1,False,2021-08-31 01:37:44,"{'id': 25261872, 'body': 'Thank you for letting us know about your experience at KFC.\u202f We do sincerely apologize that you were not satisfied with your visit to our restaurant. If you have not already you can reach out to our customer service team at 1-800-CALL-KFC or through virtual assistant at https://www.kfc.com/contact.', 'modified': '2021-09-22T23:29:19Z'}",KFC
137,T.O.double.D.,"I can add all items to my order EXCEPT the digital deal which is by far the best price and why I tried out the app. Tried to chat with agent, said 3 minute wait (1st in queue) then after 10 minutes of still waiting it said no agent was available now.",Bait and switch - kfc scam,1,False,2022-10-24 02:02:04,,KFC
138,PM88RPW,The app will allow me to do everything EXCEPT place an order.  I can pick a location.  I can pick a day and time.  I can select items to order.  I can create an account.  I can enter my phone number.  I can enter my credit card info.  BUT THE APP WON’T PLACE THE ORDER!  Why??!!,App won’t place an order,1,False,2022-08-18 21:00:58,,KFC
139,brown_eyes5,App gets stuck constantly on “please wait” while trying to add items to bag for a mobile order. I’ve restarted the app twice and tried resetting connection by switching on airplane mode. That usually works but it’s entirely the app that’s at fault.,App is great when it works,1,False,2022-04-06 23:35:02,,KFC
140,Gorly827,Totally recommend,10/10,5,False,2022-02-14 00:32:02,,KFC
141,ip76cor,I think this app is one of the worst optimized apps. I was double charged for the order while paying with Apple Pay (IPhone 13 with stable iOS 15.7)… it is incredible how you have “optimized” this application! Definitely not recommending to anyone.,Double charged,1,False,2022-10-21 12:44:49,,KFC
142,RC8CWB,I just wanted to see the price of items at my local KFC. The website suggested downloading and using the app. So I did that. The app was glitching and not allowing me to select a “home store”. It would t show me prices of anything with selecting a home store. Needless to say I won’t be eating at KFC tonight.,This app is trash.,1,False,2022-09-29 21:17:17,,KFC
143,gt1948,Convenience of online ordering through the app is lost when you’re told you’re not able to pick up order at drive thru but have to park car and go inside.,Sad app.,2,False,2022-07-07 18:14:23,,KFC
144,229 Bill,"I installed the last update March 28 , 22 and after update my phone locked up on a software update and after minutes I stopped it. Tried to access app and same thing happen. Removed app until it is fixed",App update locked up phone,1,False,2022-03-30 16:54:24,,KFC
145,Nikki42097-2015,I live in a large city and very close to a KFC. Would love to order for pick up but the app doesn’t recognize the store nearest me and says the closest store is over an hour away. Even after typing in the EXACT address of the KFC it still doesn’t show up.,Missing Locations,1,False,2021-09-20 19:27:05,,KFC
146,rojo0501,"No ability to use coupons, no deals, no reward program ...what’s the purpose of even using this app? There doesn’t appear to be a benefit to  the user.",Needs to Catch Up with Other Apps,2,False,2021-05-27 01:05:42,,KFC
147,8Ddawg,You are unable to specify drink size. There is no way to leave a note for the staff like “extra napkins”. The contact phone number keeps deleting itself on the checkout page.,App needs some work,2,False,2021-02-26 21:50:36,"{'id': 21350541, 'body': 'Thank you for the feedback and suggestion. ', 'modified': '2021-02-28T17:46:33Z'}",KFC
148,hellznomote,"Beware using the app! If you have issues and want a refund, the store will NOT give you a refund. You must call customer service. It took 2 weeks to get a refund on an incorrect charge! This mean if the restaurant is out of anything, you will NOT be refunded at the store!",Horrible,1,False,2022-07-10 17:44:47,,KFC
149,Rita jr.,"I can’t get my password to stay n open the app to order????
Rita Helmand. I joined n pass word has all correct items !!!",Password,4,False,2022-04-17 18:33:15,,KFC
150,spyman32,Other restaurants give you more options when you order on the app so it’s convenient for ordering but with the KFC app I can’t order a chicken little with extra Mayo only a chicken little with some Mayo or no Mayo so why bother using this over the drive thru window,Useless to me,1,False,2021-05-08 06:11:18,,KFC
151,MadiHot,Ordered the other night and when I showed up the restaurant was closed (closed 2 hours early for some reason and didn’t leave a sign) and I couldn’t cancel my order there’s no option in the app,No way to cancel order,1,False,2021-10-04 03:49:27,"{'id': 25650578, 'body': ""We sincerely apologize for the troubles you've had with the app. If you have not already you can reach out to our customer service team at 1-800-CALL-KFC or through virtual assistant at https://www.kfc.com/contact and they can assist you with this issue."", 'modified': '2021-10-13T04:16:52Z'}",KFC
152,Louirawr,"I’ll start using this app once it actually lets you use Apple Pay. I don’t understand why this isn’t a thing already, considering that I can use Apple Pay when I order through the Drive-Thru.",ADD APPLE PAY,2,False,2021-03-15 00:53:55,"{'id': 23242763, 'body': 'Thank you for providing your valuable feedback. Apple Pay has now been added as a payment options if you would like to try the app again. ', 'modified': '2021-06-07T14:13:22Z'}",KFC
153,Thenicknameisannoying,"I placed an order 3 hours ago for rapid pick up. Went to the restaurant and was told my order wasn’t on their screen yet. I waited at the restaurant for 15 minutes and it never displayed the order. Now, 3 hours later, I got a confirmation email 🙄",Massive Fail,1,False,2022-10-10 01:33:20,,KFC
154,Sami84354574,It cancelled my order TWICE and I contact the customer services and they told me to call someone else?! But who? The message thing never replied back and I never got a response back for the emails I sent them. They have my credit card information!!!,I DONT EVEN KNOW,1,False,2022-05-31 19:12:29,,KFC
155,Buzzed Ewok,What we ordered the store was out of.  They called and said that I had to call and cancel the order with corporate instead of them being able to hence the low rating. This costed me time and money just to get the order cancelled.,Good app but horrible integration with store,1,False,2022-02-18 18:05:28,,KFC
156,fantasic amazing,It’s was great we ordered and it took like 5 mins I saved my family 15 mins great app!! 😄,Good!,5,False,2021-08-23 19:49:19,"{'id': 24835218, 'body': 'Thank you for the review!', 'modified': '2021-08-31T21:38:29Z'}",KFC
157,benps72,Kids menu options not available through app.,No Kids menu,3,False,2021-02-26 20:20:30,"{'id': 21350544, 'body': 'Thank you for the feedback on the kids menu. ', 'modified': '2021-02-28T17:46:52Z'}",KFC
158,duckduckpig,This app wastes so much of my time. And when I get to the checkout screen it doesn’t let me order. Had to go through the website without the app. Uninstall this useless app.,Inefficient,2,False,2022-06-25 01:49:03,,KFC
159,livetobox226,"This app is chalked full of bugs in iOS. 
Adding 1 chicken tender a La carte forces you to add a sauce to every single piece.
When I go to add quantity on my cart and error notification pops up. 
This app really needs some polishing. Other good apps are way smoother, this is a massive company, fix your app.",Needs work,1,False,2022-11-12 00:33:25,,KFC
160,adopted1962,Order was on time and perfect.  I don’t see the specials on the window in the app?,Perfect,5,False,2021-12-29 23:12:59,,KFC
161,jennnnwjjennnn,Ordered on the app and was told the food was ready.  Went in the store and they said they were out of chicken.  Complained on the App and they said there was nothing they could do except follow up with management.  It will take 3 days to get me a refund!  Unbelievably unprofessional,Worst service ever!,1,False,2022-04-24 23:11:33,,KFC
162,David_S8324,Thank you for adding Apple Pay!,Thank you for adding Apple Pay!,5,True,2021-06-07 18:47:54,"{'id': 23243016, 'body': 'Thank you for providing your valuable feedback. Apple Pay has now been added as a payment option if you would like to try the app. ', 'modified': '2021-06-07T18:47:54Z'}",KFC
163,Hulagirl555,"Unlike del taco and popeyes they don’t give any perks so why even bother with this app. And it freezes .  I just went in person to try their chicken sandwich .. it’s ok.. bun was mushy and chicken soggy , best part of it was the pickles , it was nice and crisp , and of course the best part is the side of coleslaw.",No perks?!!,2,False,2021-06-14 05:52:52,,KFC
164,appalcarp,"App basically unusable on my iPhone 12, much easier to go to the counter. Location problems. Ordering and paying problems and requesting ‘light ice.’ Get McD’s or Sonic to help you out.",Could not work it,2,False,2022-10-24 19:17:44,,KFC
165,philsy 213,Every time you want to use the darn app it must be updated. Updating delays your order and keeps you from using the app longer,KFCApp,3,False,2022-06-26 02:41:01,,KFC
166,allbatros11,"Chicken was just OK 
I had a scrawny leg that the Colonel would refuse to eat. 
Sides were good except mashed potato container 1/2 full. 
Larger pieces this time were dry. 
Had better experience with this store in the past.",Dry chicken,3,False,2022-02-25 02:12:21,,KFC
167,The Ginouous Fire Crotch,"I ordered food from my local KFC in Bryan, Ohio. I am so extremely disappointed. I ordered $26 worth of food and never received my food. Apparently they are closing at 7 pm because of short staffing, and the app didn’t tell me that, so I lost $26. Is there any way I could get my money back?",Very upset,1,False,2021-03-10 00:15:33,"{'id': 21594062, 'body': ""That doesn't sound right and we understand your frustration.  Contact us at 1-800-CALL-KFC with your order number. Thank you for your feedback."", 'modified': '2021-03-11T16:02:24Z'}",KFC
168,0221Alexis02,"I wanted to order some hot wings. Found the item went to go grab my card, got back on the app and then it was gone. Looked forever but sure enough it wasn’t on there anymore. So irritating.",My item disappeared off the menu,1,False,2022-06-21 18:49:58,,KFC
169,pash4hash,"It is 6 pm, kfc closes at 9:30. When I try to add anything to bag I just get an endless, “please wait…” it never gets added. I’m just going to eat something else now, I give. I guess they really don’t want to have to give anyone that “free” chicken sandwich.",Can’t add anything to cart,1,False,2022-02-03 23:49:22,,KFC
170,bleib1dj,Worst experience ever. Set pickup time and order was made 20 minutes before set time. Still forced to wait in drive through after online order which added another 20 minutes. Absolutely worthless.,DO NOT USE,1,False,2021-10-14 22:58:38,"{'id': 25910738, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-10-26T18:14:16Z'}",KFC
171,lnepez01,"I’ve only ever been able to get this app to work twice when I first installed it. Now it either crashes or as soon as I pick my item and say “add to cart”, it says “please wait…” and the never does anything. Cart is empty. App is USELESS",Never Works!,1,False,2022-08-16 18:41:26,,KFC
